input_id,hash40,piece,source,nCV,nCL,deltaC,a_t,b_t,c1_t_V,c1_t_L,dVt,dLt,ood,ok
51844,4a21ce6af100cf6d,L,1,34,34,0,0,0,0,0,0,0,0,1
51845,6ba5f6a327d3ba32,I,0,17,17,0,0,0,0,0,0,0,0,1
51846,6ba5f6a327d3ba32,T,1,34,34,0,0,0,0,0,0,0,0,1
51847,4584d19c6c52b6fc,J,0,34,34,0,0,0,0,0,0,0,0,1
51848,4584d19c6c52b6fc,L,1,35,34,1,1,0,0,0,0,0,0,1
51849,fbc785c2511d4748,O,0,9,9,0,0,0,0,0,0,0,0,1
51850,fbc785c2511d4748,Z,1,17,17,0,0,0,0,0,0,0,0,1
51851,56ca4fedb12cc548,Z,1,17,17,0,0,0,0,0,0,0,0,1
51852,3625b39027ea9899,L,0,36,34,2,2,0,0,0,0,0,0,1
51853,3625b39027ea9899,S,1,18,17,1,1,0,0,0,0,0,0,1
51854,5a44eeb7a4695f18,L,0,37,34,3,3,0,0,0,0,0,0,1
51855,5a44eeb7a4695f18,T,1,37,37,0,0,0,0,0,0,0,0,1
51856,1d2cccd77b0e2e32,I,0,17,17,0,0,0,0,0,0,0,0,1
51857,1d2cccd77b0e2e32,S,1,18,17,1,1,0,0,0,0,0,0,1
51858,548b8792b07d0ee8,J,0,34,34,0,0,0,0,0,0,0,0,1
51859,548b8792b07d0ee8,L,1,35,34,1,1,0,0,0,0,0,0,1
51860,377342b0e0527788,O,0,9,9,0,0,0,0,0,0,0,0,1
51861,3027ed9ef547f2a0,L,0,34,34,0,0,0,0,0,0,0,0,1
51862,3027ed9ef547f2a0,T,1,34,34,0,0,0,0,0,0,0,0,1
51863,cfdc1f93b2fe5ee2,L,0,36,34,2,2,0,0,0,0,0,0,1
51864,cfdc1f93b2fe5ee2,T,1,37,37,0,0,0,0,0,0,0,0,1
51865,923f44f6465a1360,I,0,17,17,0,0,0,0,0,0,0,0,1
51866,923f44f6465a1360,T,1,35,34,1,1,0,0,0,0,0,0,1
51867,41d60a8fe49c6548,I,0,17,17,0,0,0,0,0,0,0,0,1
51868,41d60a8fe49c6548,T,1,34,34,0,0,0,0,0,0,0,0,1
51869,63e584a9d4a489e8,J,0,34,34,0,0,0,0,0,0,0,0,1
51870,63e584a9d4a489e8,I,1,17,17,0,0,0,0,0,0,0,0,1
51871,e4b8845ee85b79d2,Z,0,17,17,0,0,0,0,0,0,0,0,1
51872,e4b8845ee85b79d2,I,1,17,17,0,0,0,0,0,0,0,0,1
51873,905ae62ea4f0840b,O,0,9,9,0,0,0,0,0,0,0,0,1
51874,905ae62ea4f0840b,I,1,18,17,1,1,0,0,0,0,0,0,1
51875,c81b0e5ec10311a8,O,1,9,9,0,0,0,0,0,0,0,0,1
51876,52ef455a4b8cfaa2,L,0,37,34,3,3,0,0,0,0,0,0,1
51877,52ef455a4b8cfaa2,T,1,37,37,0,0,0,0,0,0,0,0,1
51878,595ffbdfad2534d2,L,0,34,34,0,0,0,0,0,0,0,0,1
51879,595ffbdfad2534d2,T,1,34,34,0,0,0,0,0,0,0,0,1
51880,94ebe604dbd51518,I,0,18,17,1,1,0,0,0,0,0,0,1
51881,94ebe604dbd51518,T,1,35,35,0,0,0,0,0,0,0,0,1
51882,b322f3c96d1f7e3d,J,0,35,34,1,1,0,0,0,0,0,0,1
51883,b322f3c96d1f7e3d,T,1,38,37,1,1,0,0,0,0,0,0,1
51884,277ec19caa1fa568,Z,0,17,17,0,0,0,0,0,0,0,0,1
51885,277ec19caa1fa568,I,1,17,17,0,0,0,0,0,0,0,0,1
51886,d187f37419bb4588,O,0,9,9,0,0,0,0,0,0,0,0,1
51887,d187f37419bb4588,I,1,17,17,0,0,0,0,0,0,0,0,1
51888,aa713569dfaeb0fe,L,0,34,34,0,0,0,0,0,0,0,0,1
51889,aa713569dfaeb0fe,T,1,34,34,0,0,0,0,0,0,0,0,1
51890,6e0a6004146ae614,I,0,17,17,0,0,0,0,0,0,0,0,1
51891,6e0a6004146ae614,T,1,34,34,0,0,0,0,0,0,0,0,1
51892,5bbae73877811ee2,I,0,17,17,0,0,0,0,0,0,0,0,1
51893,5bbae73877811ee2,T,1,34,34,0,0,0,0,0,0,0,0,1
51894,d99ab95687529228,O,1,9,9,0,0,0,0,0,0,0,0,1
51895,70824d3598403112,L,0,35,34,1,1,0,0,0,0,0,0,1
51896,70824d3598403112,S,1,17,17,0,0,0,0,0,0,0,0,1
51897,8e6100a891b43c02,L,0,37,34,3,3,0,0,0,0,0,0,1
51898,8e6100a891b43c02,T,1,37,37,0,0,0,0,0,0,0,0,1
51899,4a3f4bd2cedc4862,I,0,17,17,0,0,0,0,0,0,0,0,1
51900,4a3f4bd2cedc4862,T,1,34,34,0,0,0,0,0,0,0,0,1
51901,854eb3a7b18997a2,I,0,17,17,0,0,0,0,0,0,0,0,1
51902,854eb3a7b18997a2,T,1,38,37,1,1,0,0,0,0,0,0,1
51903,599cc0773a2324d6,J,0,35,34,1,1,0,0,0,0,0,0,1
51904,599cc0773a2324d6,I,1,17,17,0,0,0,0,0,0,0,0,1
51905,5c6b22bf5d785f08,O,1,9,9,0,0,0,0,0,0,0,0,1
51906,bb98390b14012bf2,L,0,34,34,0,0,0,0,0,0,0,0,1
51907,bb98390b14012bf2,T,1,34,34,0,0,0,0,0,0,0,0,1
51908,5a9a5ebe5b893732,L,0,36,34,2,2,0,0,0,0,0,0,1
51909,5a9a5ebe5b893732,T,1,38,37,1,1,0,0,0,0,0,0,1
51910,1929257a132ea20b,I,0,17,17,0,0,0,0,0,0,0,0,1
51911,1929257a132ea20b,L,1,34,34,0,0,0,0,0,0,0,0,1
51912,ca188ba12b1a6408,J,0,36,34,2,2,0,0,0,0,0,0,1
51913,ca188ba12b1a6408,I,1,18,17,1,1,0,0,0,0,0,0,1
51914,20965855a008ab48,Z,0,17,17,0,0,0,0,0,0,0,0,1
51915,20965855a008ab48,I,1,17,17,0,0,0,0,0,0,0,0,1
51916,cc65b48cacc118f6,Z,0,17,17,0,0,0,0,0,0,0,0,1
51917,cc65b48cacc118f6,I,1,17,17,0,0,0,0,0,0,0,0,1
51918,abc6e4e32e8de4b6,O,0,9,9,0,0,0,0,0,0,0,0,1
51919,1e2f072c8081c26d,L,0,34,34,0,0,0,0,0,0,0,0,1
51920,1e2f072c8081c26d,T,1,34,34,0,0,0,0,0,0,0,0,1
51921,1b27ec88690301be,L,0,34,34,0,0,0,0,0,0,0,0,1
51922,1b27ec88690301be,T,1,34,34,0,0,0,0,0,0,0,0,1
51923,b8ee45074cefbb38,I,0,17,17,0,0,0,0,0,0,0,0,1
51924,b8ee45074cefbb38,T,1,34,34,0,0,0,0,0,0,0,0,1
51925,4d73f59604dc08b8,I,0,17,17,0,0,0,0,0,0,0,0,1
51926,4d73f59604dc08b8,T,1,34,34,0,0,0,0,0,0,0,0,1
51927,033449c6fa8993a8,J,0,34,34,0,0,0,0,0,0,0,0,1
51928,033449c6fa8993a8,I,1,17,17,0,0,0,0,0,0,0,0,1
51929,c202136908089e38,O,0,9,9,0,0,0,0,0,0,0,0,1
51930,c202136908089e38,I,1,17,17,0,0,0,0,0,0,0,0,1
51931,b35abba55deeae38,I,1,17,17,0,0,0,0,0,0,0,0,1
51932,79a69140ee80f52a,L,0,37,34,3,3,0,0,0,0,0,0,1
51933,79a69140ee80f52a,T,1,37,38,-1,0,1,0,0,0,0,0,1
51934,96ee6595f91b7a4c,L,0,34,34,0,0,0,0,0,0,0,0,1
51935,96ee6595f91b7a4c,T,1,34,34,0,0,0,0,0,0,0,0,1
51936,a88f2e051925baff,I,0,17,17,0,0,0,0,0,0,0,0,1
51937,a88f2e051925baff,T,1,37,38,-1,0,1,0,0,0,0,0,1
51938,f47d68e3475f9668,I,0,17,17,0,0,0,0,0,0,0,0,1
51939,f47d68e3475f9668,T,1,34,34,0,0,0,0,0,0,0,0,1
51940,dbe018795570d806,J,0,34,34,0,0,0,0,0,0,0,0,1
51941,dbe018795570d806,I,1,17,17,0,0,0,0,0,0,0,0,1
51942,07f8c29ecc7db0fc,O,0,9,9,0,0,0,0,0,0,0,0,1
51943,07f8c29ecc7db0fc,Z,1,17,17,0,0,0,0,0,0,0,0,1
51944,943061fa18ff2e28,Z,1,17,17,0,0,0,0,0,0,0,0,1
51945,2beab80a7c692faa,L,0,34,34,0,0,0,0,0,0,0,0,1
51946,2beab80a7c692faa,T,1,34,34,0,0,0,0,0,0,0,0,1
51947,6313a449aece1092,I,0,17,17,0,0,0,0,0,0,0,0,1
51948,6313a449aece1092,T,1,34,34,0,0,0,0,0,0,0,0,1
51949,8b3d5ac8425d2697,J,0,34,34,0,0,0,0,0,0,0,0,1
51950,8b3d5ac8425d2697,I,1,17,17,0,0,0,0,0,0,0,0,1
51951,73d675a143f0eca8,Z,0,18,17,1,1,0,0,0,0,0,0,1
51952,73d675a143f0eca8,I,1,18,17,1,1,0,0,0,0,0,0,1
51953,f05e1da1a9698eb8,O,0,9,9,0,0,0,0,0,0,0,0,1
51954,f05e1da1a9698eb8,I,1,17,17,0,0,0,0,0,0,0,0,1
51955,e26e7360a77507be,L,0,34,34,0,0,0,0,0,0,0,0,1
51956,e26e7360a77507be,T,1,34,34,0,0,0,0,0,0,0,0,1
51957,fb6436036043d50d,L,0,34,34,0,0,0,0,0,0,0,0,1
51958,fb6436036043d50d,T,1,34,34,0,0,0,0,0,0,0,0,1
51959,dfb71ce6603752bd,I,0,17,17,0,0,0,0,0,0,0,0,1
51960,dfb71ce6603752bd,L,1,34,34,0,0,0,0,0,0,0,0,1
51961,f9992f3a926112c1,I,0,17,17,0,0,0,0,0,0,0,0,1
51962,f9992f3a926112c1,L,1,34,34,0,0,0,0,0,0,0,0,1
51963,65a80f11a0c922a8,J,0,34,34,0,0,0,0,0,0,0,0,1
51964,65a80f11a0c922a8,I,1,17,17,0,0,0,0,0,0,0,0,1
51965,d7951a579c145b68,Z,0,17,17,0,0,0,0,0,0,0,0,1
51966,d7951a579c145b68,L,1,35,34,1,1,0,0,0,0,0,0,1
51967,711595137c16e8e8,O,0,9,9,0,0,0,0,0,0,0,0,1
51968,711595137c16e8e8,Z,1,17,17,0,0,0,0,0,0,0,0,1
51969,e0dc3828b71d50d2,L,0,34,34,0,0,0,0,0,0,0,0,1
51970,e0dc3828b71d50d2,T,1,34,34,0,0,0,0,0,0,0,0,1
51971,011f7fdd1c5fd5d6,L,0,34,34,0,0,0,0,0,0,0,0,1
51972,011f7fdd1c5fd5d6,T,1,34,34,0,0,0,0,0,0,0,0,1
51973,d8ea7dcfa15b5202,I,0,17,17,0,0,0,0,0,0,0,0,1
51974,d8ea7dcfa15b5202,T,1,34,34,0,0,0,0,0,0,0,0,1
51975,819446d900f686d6,Z,0,17,17,0,0,0,0,0,0,0,0,1
51976,819446d900f686d6,I,1,17,17,0,0,0,0,0,0,0,0,1
51977,7f34eabab7668656,O,0,9,9,0,0,0,0,0,0,0,0,1
51978,7f34eabab7668656,I,1,17,17,0,0,0,0,0,0,0,0,1
51979,72d0377a64281d16,I,1,17,17,0,0,0,0,0,0,0,0,1
51980,af8a7c053e2055f2,L,0,34,34,0,0,0,0,0,0,0,0,1
51981,af8a7c053e2055f2,T,1,34,34,0,0,0,0,0,0,0,0,1
51982,74c62dce449fa518,L,0,37,34,3,3,0,0,0,0,0,0,1
51983,74c62dce449fa518,T,1,37,37,0,0,0,0,0,0,0,0,1
51984,76b8484010ed3bf2,I,0,17,17,0,0,0,0,0,0,0,0,1
51985,76b8484010ed3bf2,T,1,34,34,0,0,0,0,0,0,0,0,1
51986,21f741cc7f98ecf2,I,0,17,17,0,0,0,0,0,0,0,0,1
51987,21f741cc7f98ecf2,T,1,34,34,0,0,0,0,0,0,0,0,1
51988,8bf57f8f4fc6d3ea,J,0,34,34,0,0,0,0,0,0,0,0,1
51989,8bf57f8f4fc6d3ea,I,1,17,17,0,0,0,0,0,0,0,0,1
51990,f915b36182acac48,J,0,34,34,0,0,0,0,0,0,0,0,1
51991,f915b36182acac48,I,1,17,17,0,0,0,0,0,0,0,0,1
51992,0db2d4fb4687e1e2,L,0,37,34,3,3,0,0,0,0,0,0,1
51993,0db2d4fb4687e1e2,T,1,41,40,1,1,0,0,0,0,0,0,1
51994,e146f3dc70cd1a22,L,0,35,34,1,1,0,0,0,0,0,0,1
51995,e146f3dc70cd1a22,T,1,38,37,1,1,0,0,0,0,0,0,1
51996,2cc56b12ad857f68,I,0,17,17,0,0,0,0,0,0,0,0,1
51997,2cc56b12ad857f68,L,1,35,34,1,1,0,0,0,0,0,0,1
51998,bf9180346c273028,I,0,17,17,0,0,0,0,0,0,0,0,1
51999,bf9180346c273028,L,1,37,34,3,3,0,0,0,0,0,0,1
52000,753a8f21c87554a8,J,0,35,34,1,1,0,0,0,0,0,0,1
52001,753a8f21c87554a8,I,1,17,17,0,0,0,0,0,0,0,0,1
52002,54f82706ff95e48d,L,0,39,34,5,5,0,0,0,0,0,0,1
52003,54f82706ff95e48d,T,1,42,41,1,1,0,0,0,0,0,0,1
52004,0cd7a6482d6dd0be,L,0,38,34,4,4,0,0,0,0,0,0,1
52005,0cd7a6482d6dd0be,T,1,38,38,0,0,0,0,0,0,0,0,1
52006,c9f4a82600b87f9f,I,0,18,17,1,1,0,0,0,0,0,0,1
52007,c9f4a82600b87f9f,L,1,39,34,5,5,0,0,0,0,0,0,1
52008,aa1f61a672e8d3d3,J,0,34,34,0,0,0,0,0,0,0,0,1
52009,aa1f61a672e8d3d3,I,1,17,17,0,0,0,0,0,0,0,0,1
52010,2342b996d710f2a8,Z,0,17,17,0,0,0,0,0,0,0,0,1
52011,2342b996d710f2a8,I,1,17,17,0,0,0,0,0,0,0,0,1
52012,6332531fe61429a0,I,1,17,17,0,0,0,0,0,0,0,0,1
52013,3fb57c35f7f57454,I,0,18,17,1,1,0,0,0,0,0,0,1
52014,3fb57c35f7f57454,T,1,37,37,0,0,0,0,0,0,0,0,1
52015,5d972f945fbb44a1,I,0,17,17,0,0,0,0,0,0,0,0,1
52016,5d972f945fbb44a1,L,1,34,34,0,0,0,0,0,0,0,0,1
52017,fedbe406d42f9b28,J,0,34,34,0,0,0,0,0,0,0,0,1
52018,fedbe406d42f9b28,I,1,17,17,0,0,0,0,0,0,0,0,1
52019,cdd8f067268c9f48,J,0,34,34,0,0,0,0,0,0,0,0,1
52020,cdd8f067268c9f48,I,1,17,17,0,0,0,0,0,0,0,0,1
52021,fc70bc6b11443fac,L,0,34,34,0,0,0,0,0,0,0,0,1
52022,fc70bc6b11443fac,T,1,34,34,0,0,0,0,0,0,0,0,1
52023,b76d72cee27f0038,L,0,37,34,3,3,0,0,0,0,0,0,1
52024,b76d72cee27f0038,T,1,37,37,0,0,0,0,0,0,0,0,1
52025,68afe4f077c28092,I,0,17,17,0,0,0,0,0,0,0,0,1
52026,68afe4f077c28092,T,1,34,34,0,0,0,0,0,0,0,0,1
52027,3e2b4d1f743a9093,J,0,34,34,0,0,0,0,0,0,0,0,1
52028,3e2b4d1f743a9093,I,1,17,17,0,0,0,0,0,0,0,0,1
52029,e17929ebd0a3a9e8,Z,0,17,17,0,0,0,0,0,0,0,0,1
52030,e17929ebd0a3a9e8,I,1,17,17,0,0,0,0,0,0,0,0,1
52031,7ce66e679843e152,L,0,37,34,3,3,0,0,0,0,0,0,1
52032,7ce66e679843e152,T,1,38,38,0,0,0,0,0,0,0,0,1
52033,7118b227912fa668,L,0,35,34,1,1,0,0,0,0,0,0,1
52034,7118b227912fa668,J,1,35,34,1,1,0,0,0,0,0,0,1
52035,6f3f07d175f8b788,I,0,17,17,0,0,0,0,0,0,0,0,1
52036,6f3f07d175f8b788,T,1,37,37,0,0,0,0,0,0,0,0,1
52037,f164195543acd4b2,I,0,17,17,0,0,0,0,0,0,0,0,1
52038,f164195543acd4b2,T,1,37,37,0,0,0,0,0,0,0,0,1
52039,16ff87f4e9759a38,J,0,34,34,0,0,0,0,0,0,0,0,1
52040,16ff87f4e9759a38,L,1,34,34,0,0,0,0,0,0,0,0,1
52041,6d3f7cf43a55eaa8,J,0,34,34,0,0,0,0,0,0,0,0,1
52042,6d3f7cf43a55eaa8,I,1,17,17,0,0,0,0,0,0,0,0,1
52043,ea884415f68f35b8,Z,0,17,17,0,0,0,0,0,0,0,0,1
52044,ea884415f68f35b8,I,1,17,17,0,0,0,0,0,0,0,0,1
52045,1fe1e008a3b4a9ad,I,0,17,17,0,0,0,0,0,0,0,0,1
52046,1fe1e008a3b4a9ad,L,1,34,34,0,0,0,0,0,0,0,0,1
52047,ec3d61e8baa881a8,L,0,35,34,1,1,0,0,0,0,0,0,1
52048,d6274e9a3f7fbe28,J,1,34,34,0,0,0,0,0,0,0,0,1
52049,979a19698f34f6ba,L,0,34,34,0,0,0,0,0,0,0,0,1
52050,979a19698f34f6ba,T,1,34,34,0,0,0,0,0,0,0,0,1
52051,c79fb4423a3a5a7e,L,0,34,34,0,0,0,0,0,0,0,0,1
52052,c79fb4423a3a5a7e,T,1,34,34,0,0,0,0,0,0,0,0,1
52053,796a074e35fa7792,L,0,39,34,5,5,0,0,0,0,0,0,1
52054,796a074e35fa7792,T,1,39,39,0,0,0,0,0,0,0,0,1
52055,e4e302b05cd4fd98,I,0,17,17,0,0,0,0,0,0,0,0,1
52056,e4e302b05cd4fd98,T,1,34,34,0,0,0,0,0,0,0,0,1
52057,33574132126f1ee1,I,0,17,17,0,0,0,0,0,0,0,0,1
52058,33574132126f1ee1,L,1,34,34,0,0,0,0,0,0,0,0,1
52059,c1ba7ed9b5d85d18,J,0,34,34,0,0,0,0,0,0,0,0,1
52060,c1ba7ed9b5d85d18,I,1,17,17,0,0,0,0,0,0,0,0,1
52061,be19cf905ce7d3a8,L,0,35,34,1,1,0,0,0,0,0,0,1
52062,0821408c50abb228,L,1,35,34,1,1,0,0,0,0,0,0,1
52063,3304bad020603cad,L,0,34,34,0,0,0,0,0,0,0,0,1
52064,3304bad020603cad,T,1,34,34,0,0,0,0,0,0,0,0,1
52065,b699415ebe59c2a8,I,0,17,17,0,0,0,0,0,0,0,0,1
52066,b699415ebe59c2a8,T,1,34,34,0,0,0,0,0,0,0,0,1
52067,f313573e0c430bc8,I,0,17,17,0,0,0,0,0,0,0,0,1
52068,f313573e0c430bc8,T,1,37,37,0,0,0,0,0,0,0,0,1
52069,519675e12c949ead,J,0,34,34,0,0,0,0,0,0,0,0,1
52070,519675e12c949ead,I,1,17,17,0,0,0,0,0,0,0,0,1
52071,857c5748ccf85736,J,0,35,34,1,1,0,0,0,0,0,0,1
52072,857c5748ccf85736,I,1,17,17,0,0,0,0,0,0,0,0,1
52073,c77265ac14032ffe,L,0,38,34,4,4,0,0,0,0,0,0,1
52074,c77265ac14032ffe,T,1,38,38,0,0,0,0,0,0,0,0,1
52075,6431602cb7133452,L,0,35,34,1,1,0,0,0,0,0,0,1
52076,6431602cb7133452,S,1,17,17,0,0,0,0,0,0,0,0,1
52077,af271a7ae67651b2,L,0,34,34,0,0,0,0,0,0,0,0,1
52078,af271a7ae67651b2,T,1,34,34,0,0,0,0,0,0,0,0,1
52079,039909fe5ef7f6d9,I,0,17,17,0,0,0,0,0,0,0,0,1
52080,039909fe5ef7f6d9,L,1,34,34,0,0,0,0,0,0,0,0,1
52081,40705644d7b3cfe2,I,0,17,17,0,0,0,0,0,0,0,0,1
52082,40705644d7b3cfe2,T,1,38,37,1,1,0,0,0,0,0,0,1
52083,7ce0e902319de9bb,J,0,36,34,2,2,0,0,0,0,0,0,1
52084,7ce0e902319de9bb,I,1,18,17,1,1,0,0,0,0,0,0,1
52085,77f625bd392af418,Z,0,17,17,0,0,0,0,0,0,0,0,1
52086,77f625bd392af418,I,1,17,17,0,0,0,0,0,0,0,0,1
52087,c81b0e5ec10311a8,L,0,36,34,2,2,0,0,0,0,0,0,1
52088,b60b8cd509dce442,L,0,34,34,0,0,0,0,0,0,0,0,1
52089,b60b8cd509dce442,T,1,34,34,0,0,0,0,0,0,0,0,1
52090,2336b881a3d2c342,L,0,34,34,0,0,0,0,0,0,0,0,1
52091,2336b881a3d2c342,S,1,17,17,0,0,0,0,0,0,0,0,1
52092,26e14a00d2811520,I,0,17,17,0,0,0,0,0,0,0,0,1
52093,26e14a00d2811520,T,1,35,34,1,1,0,0,0,0,0,0,1
52094,a5e3aca62b9fbfe1,J,0,34,34,0,0,0,0,0,0,0,0,1
52095,a5e3aca62b9fbfe1,I,1,17,17,0,0,0,0,0,0,0,0,1
52096,f327275c139e3cc4,Z,0,17,17,0,0,0,0,0,0,0,0,1
52097,f327275c139e3cc4,I,1,17,17,0,0,0,0,0,0,0,0,1
52098,d745058b214df5a8,O,1,9,9,0,0,0,0,0,0,0,0,1
52099,ccd1b57a9584db42,L,0,34,34,0,0,0,0,0,0,0,0,1
52100,ccd1b57a9584db42,S,1,17,17,0,0,0,0,0,0,0,0,1
52101,f3f3ea14ea326ad4,I,0,17,17,0,0,0,0,0,0,0,0,1
52102,f3f3ea14ea326ad4,T,1,34,34,0,0,0,0,0,0,0,0,1
52103,8a8b72075c8ac292,I,0,17,17,0,0,0,0,0,0,0,0,1
52104,8a8b72075c8ac292,T,1,38,37,1,1,0,0,0,0,0,0,1
52105,e3de9a9a7c23cec8,Z,0,17,17,0,0,0,0,0,0,0,0,1
52106,e3de9a9a7c23cec8,I,1,17,17,0,0,0,0,0,0,0,0,1
52107,fba3fc19478c0c28,O,0,9,9,0,0,0,0,0,0,0,0,1
52108,fba3fc19478c0c28,Z,1,17,17,0,0,0,0,0,0,0,0,1
52109,8f240805a79e6ca8,L,0,35,34,1,1,0,0,0,0,0,0,1
52110,8f240805a79e6ca8,O,1,9,9,0,0,0,0,0,0,0,0,1
52111,7da25a16320fd3e2,L,0,39,34,5,5,0,0,0,0,0,0,1
52112,7da25a16320fd3e2,T,1,39,39,0,0,0,0,0,0,0,0,1
52113,4ef06ac6dd4a4363,L,0,34,34,0,0,0,0,0,0,0,0,1
52114,4ef06ac6dd4a4363,S,1,17,17,0,0,0,0,0,0,0,0,1
52115,c230db25abd1e972,I,0,17,17,0,0,0,0,0,0,0,0,1
52116,c230db25abd1e972,T,1,37,37,0,0,0,0,0,0,0,0,1
52117,24d5dda6c63a0b98,I,0,17,17,0,0,0,0,0,0,0,0,1
52118,24d5dda6c63a0b98,T,1,34,34,0,0,0,0,0,0,0,0,1
52119,bd10f32045167098,J,0,36,34,2,2,0,0,0,0,0,0,1
52120,bd10f32045167098,I,1,17,17,0,0,0,0,0,0,0,0,1
52121,c7c71c0f2211dcbb,Z,0,18,17,1,1,0,0,0,0,0,0,1
52122,c7c71c0f2211dcbb,I,1,18,17,1,1,0,0,0,0,0,0,1
52123,3f634957ec210cbb,O,0,9,9,0,0,0,0,0,0,0,0,1
52124,3f634957ec210cbb,I,1,18,17,1,1,0,0,0,0,0,0,1
52125,12dbcb359276c5a8,L,0,35,34,1,1,0,0,0,0,0,0,1
52126,12dbcb359276c5a8,Z,1,17,17,0,0,0,0,0,0,0,0,1
52127,d50c3a9340e77cc2,L,0,38,34,4,4,0,0,0,0,0,0,1
52128,d50c3a9340e77cc2,T,1,38,38,0,0,0,0,0,0,0,0,1
52129,58b1434b23ae3a92,L,0,34,34,0,0,0,0,0,0,0,0,1
52130,58b1434b23ae3a92,S,1,17,17,0,0,0,0,0,0,0,0,1
52131,4c0c7d583c3c3e2e,L,0,37,34,3,3,0,0,0,0,0,0,1
52132,4c0c7d583c3c3e2e,S,1,18,17,1,1,0,0,0,0,0,0,1
52133,89c1b1a24e951774,I,0,17,17,0,0,0,0,0,0,0,0,1
52134,89c1b1a24e951774,T,1,34,34,0,0,0,0,0,0,0,0,1
52135,74d930ec89e8a3aa,I,0,17,17,0,0,0,0,0,0,0,0,1
52136,74d930ec89e8a3aa,T,1,34,34,0,0,0,0,0,0,0,0,1
52137,317b39d824b731a8,J,0,34,34,0,0,0,0,0,0,0,0,1
52138,317b39d824b731a8,L,1,35,34,1,1,0,0,0,0,0,0,1
52139,2feb889953c04017,J,0,34,34,0,0,0,0,0,0,0,0,1
52140,2feb889953c04017,I,1,17,17,0,0,0,0,0,0,0,0,1
52141,5978fdbb3fe5323f,O,0,9,9,0,0,0,0,0,0,0,0,1
52142,5978fdbb3fe5323f,I,1,17,17,0,0,0,0,0,0,0,0,1
52143,392bd4936ddcf4a8,O,1,9,9,0,0,0,0,0,0,0,0,1
52144,4334bb559e5fa83a,L,0,34,34,0,0,0,0,0,0,0,0,1
52145,4334bb559e5fa83a,S,1,17,17,0,0,0,0,0,0,0,0,1
52146,2ee379443e8e96de,L,0,34,34,0,0,0,0,0,0,0,0,1
52147,2ee379443e8e96de,S,1,17,17,0,0,0,0,0,0,0,0,1
52148,13f00b6eee2be7d1,I,0,18,17,1,1,0,0,0,0,0,0,1
52149,13f00b6eee2be7d1,T,1,41,40,1,1,0,0,0,0,0,0,1
52150,09375468688835c2,I,0,17,17,0,0,0,0,0,0,0,0,1
52151,09375468688835c2,T,1,34,34,0,0,0,0,0,0,0,0,1
52152,b3618c4a9d17b6a8,O,0,9,9,0,0,0,0,0,0,0,0,1
52153,b3618c4a9d17b6a8,J,1,35,34,1,1,0,0,0,0,0,0,1
52154,d1acfc24a684cbb1,L,0,40,34,6,6,0,0,0,0,0,0,1
52155,d1acfc24a684cbb1,T,1,41,41,0,0,0,0,0,0,0,0,1
52156,964dfc40cf563659,L,0,37,34,3,3,0,0,0,0,0,0,1
52157,964dfc40cf563659,S,1,19,17,2,2,0,0,0,0,0,0,1
52158,c0766ac11edb7a52,I,0,17,17,0,0,0,0,0,0,0,0,1
52159,c0766ac11edb7a52,T,1,34,34,0,0,0,0,0,0,0,0,1
52160,fffdd02b69adf728,J,0,34,34,0,0,0,0,0,0,0,0,1
52161,fffdd02b69adf728,I,1,17,17,0,0,0,0,0,0,0,0,1
52162,c7f0f27701abcc28,Z,0,17,17,0,0,0,0,0,0,0,0,1
52163,c7f0f27701abcc28,I,1,17,17,0,0,0,0,0,0,0,0,1
52164,3d2d66e0ae6cb168,O,0,9,9,0,0,0,0,0,0,0,0,1
52165,3d2d66e0ae6cb168,Z,1,17,17,0,0,0,0,0,0,0,0,1
52166,96a9301cbd246fc2,L,0,38,34,4,4,0,0,0,0,0,0,1
52167,96a9301cbd246fc2,T,1,38,38,0,0,0,0,0,0,0,0,1
52168,0bfd598e658b375a,L,0,34,34,0,0,0,0,0,0,0,0,1
52169,0bfd598e658b375a,S,1,17,17,0,0,0,0,0,0,0,0,1
52170,986268ff3dc75aca,I,0,17,17,0,0,0,0,0,0,0,0,1
52171,986268ff3dc75aca,T,1,35,34,1,1,0,0,0,0,0,0,1
52172,4c622cb52989352c,I,0,17,17,0,0,0,0,0,0,0,0,1
52173,4c622cb52989352c,T,1,34,34,0,0,0,0,0,0,0,0,1
52174,760c7602e73e1c32,J,0,34,34,0,0,0,0,0,0,0,0,1
52175,760c7602e73e1c32,I,1,17,17,0,0,0,0,0,0,0,0,1
52176,05729cc6e3b31013,J,0,34,34,0,0,0,0,0,0,0,0,1
52177,05729cc6e3b31013,I,1,17,17,0,0,0,0,0,0,0,0,1
52178,7ad1bba644343317,Z,0,17,17,0,0,0,0,0,0,0,0,1
52179,7ad1bba644343317,I,1,17,17,0,0,0,0,0,0,0,0,1
52180,94b5e77a721d2740,O,0,9,9,0,0,0,0,0,0,0,0,1
52181,94b5e77a721d2740,J,1,34,34,0,0,0,0,0,0,0,0,1
52182,73402962119b3c28,L,0,35,34,1,1,0,0,0,0,0,0,1
52183,73402962119b3c28,O,1,9,9,0,0,0,0,0,0,0,0,1
52184,8a77f87e5c85f5a8,L,1,35,34,1,1,0,0,0,0,0,0,1
52185,50a35513182709c2,L,0,34,34,0,0,0,0,0,0,0,0,1
