# kind board t x y r search_type combo b2b under_attack clear value t2_value t3_value death out_combo out_b2b out_under_attack out_map_rise out_acc_value out_like out_value
get 7 T 2 9 3 0 1 0 1 0 -2690.646988670 7 0 0 0 0 0 1 -582198215978.398193 -28544.289360 -581819017273.736694
safe 8 I 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0
safe 8 O 0 0 0 0 0 0 0 0 0 16 0 0 0 0 0 0 0 0 0
safe 8 S 0 0 0 0 0 0 0 0 0 16 0 0 0 0 0 0 0 0 0
safe 8 Z 0 0 0 0 0 0 0 0 0 16 0 0 0 0 0 0 0 0 0
safe 8 L 0 0 0 0 0 0 0 0 0 16 0 0 0 0 0 0 0 0 0
safe 8 J 0 0 0 0 0 0 0 0 0 16 0 0 0 0 0 0 0 0 0
safe 8 T 0 0 0 0 0 0 0 0 0 16 0 0 0 0 0 0 0 0 0
eval 8 I 0 6 0 0 0 0 2 0 -1947.255702681 0 0 0 0 0 0 0 0 0 0
get 8 I 0 6 0 0 0 0 2 0 -1947.255702681 0 0 0 0 0 0 2 -273981541836.439087 -158219.821735 -273707232632.128784
eval 8 I 1 5 0 0 1 0 2 0 -1843.203759248 0 0 0 0 0 0 0 0 0 0
get 8 I 1 5 0 0 1 0 2 0 -1843.203759248 0 0 0 0 0 0 2 -273981541836.439087 -171404.806880 -273721910622.051483
eval 8 I 2 5 0 0 2 0 2 0 -1869.240550412 0 0 0 0 0 0 0 0 0 0
get 8 I 2 5 0 0 2 0 2 0 -1869.240550412 0 0 0 0 0 0 2 -273981541836.439087 -171404.806880 -273718241065.760437
eval 8 I 3 6 0 0 3 0 2 0 -1997.529742230 0 0 0 0 0 0 0 0 0 0
get 8 I 3 6 0 0 3 0 2 0 -1997.529742230 0 0 0 0 0 0 2 -273981541836.439087 -158219.821735 -273700147142.333191
eval 8 I 4 6 0 0 4 0 2 0 -2011.798350495 0 0 0 0 0 0 0 0 0 0
get 8 I 4 6 0 0 4 0 2 0 -2011.798350495 0 0 0 0 0 0 2 -273981541836.439087 -158219.821735 -273698136162.527985
eval 8 I 5 6 0 0 0 1 2 0 -2011.798350495 0 0 0 0 0 0 0 0 0 0
get 8 I 5 6 0 0 0 1 2 0 -2011.798350495 0 0 0 0 1 0 2 -273981541836.439087 -158219.821735 -273698136162.527985
eval 8 O -1 6 0 0 1 1 2 0 -1926.040423424 0 0 0 0 0 0 0 0 0 0
get 8 O -1 6 0 0 1 1 2 0 -1926.040423424 0 0 0 0 1 0 2 0.000000 -171404.806880 271305994.134533
eval 8 O 0 4 0 0 2 1 2 0 -1757.592815800 0 0 0 0 0 0 0 0 0 0
get 8 O 0 4 0 0 2 1 2 0 -1757.592815800 0 0 0 0 1 0 2 0.000000 -171404.806880 247565435.078160
eval 8 O 1 5 0 0 3 1 2 0 -1890.370770073 0 0 0 0 0 0 0 0 0 0
get 8 O 1 5 0 0 3 1 2 0 -1890.370770073 0 0 0 0 1 0 2 0.000000 -158219.821735 266291992.780587
eval 8 O 2 5 0 0 4 1 2 0 -1849.325209450 0 0 0 0 0 0 0 0 0 0
get 8 O 2 5 0 0 4 1 2 0 -1849.325209450 0 0 0 0 1 0 2 0.000000 -158219.821735 260507140.328736
eval 8 O 3 5 0 0 0 0 2 0 -1915.863920261 0 0 0 0 0 0 0 0 0 0
get 8 O 3 5 0 0 0 0 2 0 -1915.863920261 0 0 0 0 0 0 2 0.000000 -158219.821735 269884929.754333
eval 8 O 4 6 0 0 1 0 2 0 -2031.589554136 0 0 0 0 0 0 0 0 0 0
get 8 O 4 6 0 0 1 0 2 0 -2031.589554136 0 0 0 0 0 0 2 0.000000 -145034.836591 286208178.646578
eval 8 S 0 6 0 0 2 0 2 0 -2020.986356835 0 0 0 0 0 0 0 0 0 0
get 8 S 0 6 0 0 2 0 2 0 -2020.986356835 0 0 0 0 0 0 2 0.000000 -171404.806880 284687422.170826
eval 8 S 1 4 0 0 3 0 2 0 -1783.689015250 0 0 0 0 0 0 0 0 0 0
get 8 S 1 4 0 0 3 0 2 0 -1783.689015250 0 0 0 0 0 0 2 0.000000 -171404.806880 251243364.215465
eval 8 S 2 5 0 0 4 0 2 0 -1936.154872030 0 0 0 0 0 0 0 0 0 0
get 8 S 2 5 0 0 4 0 2 0 -1936.154872030 0 0 0 0 0 0 2 0.000000 -158219.821735 272744682.680342
eval 8 S 3 5 0 0 0 1 2 0 -1963.336439536 0 0 0 0 0 0 0 0 0 0
get 8 S 3 5 0 0 0 1 2 0 -1963.336439536 0 0 0 0 1 0 2 0.000000 -158219.821735 276575580.712811
eval 8 S 4 5 0 0 1 1 2 0 -1915.863920261 0 0 0 0 0 0 0 0 0 0
get 8 S 4 5 0 0 1 1 2 0 -1915.863920261 0 0 0 0 1 0 2 0.000000 -158219.821735 269884929.754333
eval 8 S 5 6 0 0 2 1 2 0 -2090.699695149 0 0 0 0 0 0 0 0 0 0
get 8 S 5 6 0 0 2 1 2 0 -2090.699695149 0 0 0 0 1 0 2 0.000000 -145034.836591 294539005.147136
eval 8 Z 0 5 0 0 3 1 2 0 -1882.025452070 0 0 0 0 0 0 0 0 0 0
get 8 Z 0 5 0 0 3 1 2 0 -1882.025452070 0 0 0 0 1 0 2 0.000000 -171404.806880 265102640.809820
eval 8 Z 1 5 0 0 4 1 2 0 -1960.764861295 0 0 0 0 0 0 0 0 0 0
get 8 Z 1 5 0 0 4 1 2 0 -1960.764861295 0 0 0 0 1 0 2 0.000000 -171404.806880 276199964.310803
eval 8 Z 2 5 0 0 0 0 2 0 -1916.917780398 0 0 0 0 0 0 0 0 0 0
get 8 Z 2 5 0 0 0 0 2 0 -1916.917780398 0 0 0 0 0 0 2 0.000000 -158219.821735 270033458.006960
eval 8 Z 3 5 0 0 1 0 2 0 -1938.163739944 0 0 0 0 0 0 0 0 0 0
get 8 Z 3 5 0 0 1 0 2 0 -1938.163739944 0 0 0 0 0 0 2 0.000000 -158219.821735 273027807.196157
eval 8 Z 4 6 0 0 2 0 2 0 -2093.710540558 0 0 0 0 0 0 0 0 0 0
get 8 Z 4 6 0 0 2 0 2 0 -2093.710540558 0 0 0 0 0 0 2 0.000000 -145034.836591 294963345.713620
eval 8 Z 5 6 0 0 3 0 2 0 -2087.296386823 0 0 0 0 0 0 0 0 0 0
get 8 Z 5 6 0 0 3 0 2 0 -2087.296386823 0 0 0 0 0 0 2 0.000000 -145034.836591 294059351.898033
eval 8 L 0 6 0 0 4 0 2 0 -1979.185809535 0 0 0 0 0 0 0 0 0 0
get 8 L 0 6 0 0 4 0 2 0 -1979.185809535 0 0 0 0 0 0 2 0.000000 -171404.806880 278796163.899118
eval 8 L 1 5 0 0 0 1 2 0 -1881.688973529 0 0 0 0 0 0 0 0 0 0
get 8 L 1 5 0 0 0 1 2 0 -1881.688973529 0 0 0 0 1 0 2 0.000000 -158219.821735 265068403.401816
eval 8 L 2 5 0 0 1 1 2 0 -1885.913526707 0 0 0 0 0 0 0 0 0 0
get 8 L 2 5 0 0 1 1 2 0 -1885.913526707 0 0 0 0 1 0 2 0.000000 -158219.821735 265663800.722227
eval 8 L 3 5 0 0 2 1 2 0 -1910.156363771 0 0 0 0 0 0 0 0 0 0
get 8 L 3 5 0 0 2 1 2 0 -1910.156363771 0 0 0 0 1 0 2 0.000000 -158219.821735 269080521.880397
eval 8 L 4 6 0 0 3 1 2 0 -2010.544469258 0 0 0 0 0 0 0 0 0 0
get 8 L 4 6 0 0 3 1 2 0 -2010.544469258 0 0 0 0 1 0 2 0.000000 -145034.836591 283242140.200322
eval 8 L 5 6 0 0 4 1 2 0 -2046.313802599 0 0 0 0 0 0 0 0 0 0
get 8 L 5 6 0 0 4 1 2 0 -2046.313802599 0 0 0 0 1 0 2 0.000000 -158219.821735 288270190.187684
eval 8 J 0 6 0 0 0 0 2 0 -1939.128745735 0 0 0 0 0 0 0 0 0 0
get 8 J 0 6 0 0 0 0 2 0 -1939.128745735 0 0 0 0 0 0 2 0.000000 -171404.806880 273150627.567777
eval 8 J 1 5 0 0 1 0 2 0 -1912.496941505 0 0 0 0 0 0 0 0 0 0
get 8 J 1 5 0 0 1 0 2 0 -1912.496941505 0 0 0 0 0 0 2 0.000000 -171404.806880 269397211.713327
eval 8 J 2 5 0 0 2 0 2 0 -1893.453387433 0 0 0 0 0 0 0 0 0 0
get 8 J 2 5 0 0 2 0 2 0 -1893.453387433 0 0 0 0 0 0 2 0.000000 -171404.806880 266713263.710345
eval 8 J 3 5 0 0 3 0 2 0 -1875.254202896 0 0 0 0 0 0 0 0 0 0
get 8 J 3 5 0 0 3 0 2 0 -1875.254202896 0 0 0 0 0 0 2 0.000000 -158219.821735 264161503.895306
eval 8 J 4 6 0 0 4 0 2 0 -2024.505333608 0 0 0 0 0 0 0 0 0 0
get 8 J 4 6 0 0 4 0 2 0 -2024.505333608 0 0 0 0 0 0 2 0.000000 -145034.836591 285209747.394359
eval 8 J 5 6 0 0 0 1 2 0 -2066.695670573 0 0 0 0 0 0 0 0 0 0
get 8 J 5 6 0 0 0 1 2 0 -2066.695670573 0 0 0 0 1 0 2 0.000000 -145034.836591 291155941.587639
eval 8 T 3 5 0 0 1 1 2 0 -1886.888256521 0 0 0 0 0 0 0 0 0 0
get 8 T 3 5 0 0 1 1 2 0 -1886.888256521 0 0 0 0 1 0 2 -582193876275.879517 -158219.821735 -581928075099.322510
eval 8 T 4 6 0 0 2 1 2 0 -2052.427062308 0 0 0 0 0 0 0 0 0 0
get 8 T 4 6 0 0 2 1 2 0 -2052.427062308 0 0 0 0 1 0 2 -582193876275.879517 -145034.836591 -581904731314.097046
eval 8 T 3 6 2 0 3 1 2 0 -1993.481190608 0 0 0 0 0 0 0 0 0 0
get 8 T 3 6 2 0 3 1 2 0 -1993.481190608 0 0 0 0 1 0 2 -582193876275.879517 -158219.821735 -581913052173.901489
eval 8 T 3 6 3 0 4 1 2 0 -1945.808650233 0 0 0 0 0 0 0 0 0 0
get 8 T 3 6 3 0 4 1 2 0 -1945.808650233 0 0 0 0 1 0 2 -582193876275.879517 -145034.836591 -581919757830.318115
eval 8 T 3 6 1 0 0 0 2 0 -2006.495917636 0 0 0 0 0 0 0 0 0 0
get 8 T 3 6 1 0 0 0 2 0 -2006.495917636 0 0 0 0 0 0 2 -582193876275.879517 -145034.836591 -581911204727.807007
eval 8 T 2 5 0 0 1 0 2 0 -1874.279473082 0 0 0 0 0 0 0 0 0 0
get 8 T 2 5 0 0 1 0 2 0 -1874.279473082 0 0 0 0 0 0 2 -582193876275.879517 -158219.821735 -581929852147.818970
safe 9 I 0 0 0 0 0 0 0 0 0 3 16 0 0 0 0 0 0 0 0
safe 9 O 0 0 0 0 0 0 0 0 0 3 16 0 0 0 0 0 0 0 0
safe 9 S 0 0 0 0 0 0 0 0 0 3 16 0 0 0 0 0 0 0 0
safe 9 Z 0 0 0 0 0 0 0 0 0 3 16 0 0 0 0 0 0 0 0
safe 9 L 0 0 0 0 0 0 0 0 0 3 16 0 0 0 0 0 0 0 0
safe 9 J 0 0 0 0 0 0 0 0 0 3 16 0 0 0 0 0 0 0 0
safe 9 T 0 0 0 0 0 0 0 0 0 3 16 0 0 0 0 0 0 0 0
eval 9 I 0 18 0 0 0 0 0 0 -5799.914339702 16 0 0 0 0 0 0 0 0 0
get 9 I 0 18 0 0 0 0 0 0 -5799.914339702 16 0 0 0 0 0 0 -273985626388.514648 -26370.166883 -273168222120.296600
eval 9 I 1 18 0 0 1 0 0 0 -5792.504839255 16 0 0 0 0 0 0 0 0 0
get 9 I 1 18 0 0 1 0 0 0 -5792.504839255 16 0 0 0 0 0 0 -273985626388.514648 -26370.166883 -273169266403.423157
eval 9 I 2 18 0 0 2 0 0 0 -5792.504839255 16 0 0 0 0 0 0 0 0 0
get 9 I 2 18 0 0 2 0 0 0 -5792.504839255 16 0 0 0 0 0 0 -273985626388.514648 -26370.166883 -273169266403.423157
eval 9 I 3 18 0 0 3 0 0 0 -5812.286399493 16 0 0 0 0 0 0 0 0 0
get 9 I 3 18 0 0 3 0 0 0 -5812.286399493 16 0 0 0 0 0 0 -273985626388.514648 -26370.166883 -273166478422.003693
eval 9 I 4 18 0 0 4 0 0 0 -5846.196781769 16 0 0 0 0 0 0 0 0 0
get 9 I 4 18 0 0 4 0 0 0 -5846.196781769 16 0 0 0 0 0 0 -273985626388.514648 -26370.166883 -273161699147.033722
eval 9 I 5 18 0 0 0 1 0 0 -5846.196781769 16 0 0 0 0 0 0 0 0 0
get 9 I 5 18 0 0 0 1 0 0 -5846.196781769 16 0 0 0 1 0 0 -273985626388.514648 -26370.166883 -273161699147.033722
eval 9 O -1 17 0 0 1 1 0 0 -5693.190937533 16 0 0 0 0 0 0 0 0 0
get 9 O -1 17 0 0 1 1 0 0 -5693.190937533 16 0 0 0 1 0 0 0.000000 -39555.250324 802349657.752077
eval 9 O 0 18 0 0 2 1 0 0 -6084.675424431 16 0 0 0 0 0 0 0 0 0
get 9 O 0 18 0 0 2 1 0 0 -6084.675424431 16 0 0 0 1 0 0 0.000000 -39555.250324 857524854.367009
eval 9 O 1 18 0 0 3 1 0 0 -5895.077120244 16 0 0 0 0 0 0 0 0 0
get 9 O 1 18 0 0 3 1 0 0 -5895.077120244 16 0 0 0 1 0 0 0.000000 -13185.083441 830829543.186398
eval 9 O 2 18 0 0 4 1 0 0 -5879.997398792 16 0 0 0 0 0 0 0 0 0
get 9 O 2 18 0 0 4 1 0 0 -5879.997398792 16 0 0 0 1 0 0 0.000000 -13185.083441 828704231.395361
eval 9 O 3 18 0 0 0 0 0 0 -6034.435007579 16 0 0 0 0 0 0 0 0 0
get 9 O 3 18 0 0 0 0 0 0 -6034.435007579 16 0 0 0 0 0 0 0.000000 -13185.083441 850470420.643577
eval 9 O 4 16 0 0 1 0 0 0 -5441.327012996 0 0 0 0 0 0 0 0 0 0
get 9 O 4 16 0 0 1 0 0 0 -5441.327012996 0 0 0 0 0 0 0 -123595.001371 -39555.250324 766728764.590439
eval 9 S 0 17 0 0 2 0 0 0 -5684.126441583 16 0 0 0 0 0 0 0 0 0
get 9 S 0 17 0 0 2 0 0 0 -5684.126441583 16 0 0 0 0 0 0 0.000000 -39555.250324 801072122.209815
eval 9 S 1 18 0 0 3 0 0 0 -6090.429034514 16 0 0 0 0 0 0 0 0 0
get 9 S 1 18 0 0 3 0 0 0 -6090.429034514 16 0 0 0 0 0 0 0.000000 -13185.083441 858362129.124494
eval 9 S 2 18 0 0 4 0 0 0 -5962.856453766 16 0 0 0 0 0 0 0 0 0
get 9 S 2 18 0 0 4 0 0 0 -5962.856453766 16 0 0 0 0 0 0 0.000000 -13185.083441 840382253.903336
eval 9 S 3 18 0 0 0 1 0 0 -6052.708913104 16 0 0 0 0 0 0 0 0 0
get 9 S 3 18 0 0 0 1 0 0 -6052.708913104 16 0 0 0 1 0 0 0.000000 -13185.083441 853045915.622328
eval 9 S 4 18 0 0 1 1 0 0 -6141.561551018 16 0 0 0 0 0 0 0 0 0
get 9 S 4 18 0 0 1 1 0 0 -6141.561551018 16 0 0 0 1 0 0 0.000000 -13185.083441 865568664.111051
eval 9 S 5 17 0 0 2 1 0 0 -5766.250331958 16 0 0 0 0 0 0 0 0 0
get 9 S 5 17 0 0 2 1 0 0 -5766.250331958 16 0 0 0 1 0 0 0.000000 -26370.166883 812659716.880025
eval 9 Z 0 18 0 0 3 1 0 0 -6182.748497403 16 0 0 0 0 0 0 0 0 0
get 9 Z 0 18 0 0 3 1 0 0 -6182.748497403 16 0 0 0 1 0 0 0.000000 -39555.250324 871347116.206137
eval 9 Z 1 18 0 0 4 1 0 0 -6067.788634556 16 0 0 0 0 0 0 0 0 0
get 9 Z 1 18 0 0 4 1 0 0 -6067.788634556 16 0 0 0 1 0 0 0.000000 -26370.166883 855158042.329924
eval 9 Z 2 18 0 0 0 0 0 0 -5970.396314492 16 0 0 0 0 0 0 0 0 0
get 9 Z 2 18 0 0 0 0 0 0 -5970.396314492 16 0 0 0 0 0 0 0.000000 -13185.083441 841444909.798855
eval 9 Z 3 18 0 0 1 0 0 0 -6040.188617662 16 0 0 0 0 0 0 0 0 0
get 9 Z 3 18 0 0 1 0 0 0 -6040.188617662 16 0 0 0 0 0 0 0.000000 -13185.083441 851281325.234179
eval 9 Z 4 17 0 0 2 0 0 0 -5688.389080432 16 0 0 0 0 0 0 0 0 0
get 9 Z 4 17 0 0 2 0 0 0 -5688.389080432 16 0 0 0 0 0 0 0.000000 -26370.166883 801686076.785951
eval 9 Z 5 18 0 0 3 0 0 0 -6219.422802544 16 0 0 0 0 0 0 0 0 0
get 9 Z 5 18 0 0 3 0 0 0 -6219.422802544 16 0 0 0 0 0 0 0.000000 -13185.083441 876542304.205124
eval 9 L 0 18 0 0 4 0 0 0 -6036.241467478 16 0 0 0 0 0 0 0 0 0
get 9 L 0 18 0 0 4 0 0 0 -6036.241467478 16 0 0 0 0 0 0 0.000000 -39555.250324 850698650.041786
eval 9 L 1 18 0 0 0 1 0 0 -5948.643904780 16 0 0 0 0 0 0 0 0 0
get 9 L 1 18 0 0 0 1 0 0 -5948.643904780 16 0 0 0 1 0 0 0.000000 -13185.083441 838379160.010866
eval 9 L 2 18 0 0 1 1 0 0 -5914.941919168 16 0 0 0 0 0 0 0 0 0
get 9 L 2 18 0 0 1 1 0 0 -5914.941919168 16 0 0 0 1 0 0 0.000000 -13185.083441 833629256.132963
eval 9 L 3 18 0 0 2 1 0 0 -5982.986637104 16 0 0 0 0 0 0 0 0 0
get 9 L 3 18 0 0 2 1 0 0 -5982.986637104 16 0 0 0 1 0 0 0.000000 -13185.083441 843219369.704193
eval 9 L 4 18 0 0 3 1 0 0 -6078.561172668 16 0 0 0 0 0 0 0 0 0
get 9 L 4 18 0 0 3 1 0 0 -6078.561172668 16 0 0 0 1 0 0 0.000000 -13185.083441 856689491.682484
eval 9 L 5 18 0 0 4 1 0 0 -6082.523909545 16 0 0 0 0 0 0 0 0 0
get 9 L 5 18 0 0 4 1 0 0 -6082.523909545 16 0 0 0 1 0 0 0.000000 -26370.166883 857234808.388102
eval 9 J 0 18 0 0 0 0 0 0 -6052.027861078 16 0 0 0 0 0 0 0 0 0
get 9 J 0 18 0 0 0 0 0 0 -6052.027861078 16 0 0 0 0 0 0 0.000000 -39555.250324 852923559.073616
eval 9 J 1 18 0 0 1 0 0 0 -5998.066358556 16 0 0 0 0 0 0 0 0 0
get 9 J 1 18 0 0 1 0 0 0 -5998.066358556 16 0 0 0 0 0 0 0.000000 -26370.166883 845331496.411789
eval 9 J 2 18 0 0 2 0 0 0 -5922.481779894 16 0 0 0 0 0 0 0 0 0
get 9 J 2 18 0 0 2 0 0 0 -5922.481779894 16 0 0 0 0 0 0 0.000000 -26370.166883 834678726.945040
eval 9 J 3 18 0 0 3 0 0 0 -5941.104044054 16 0 0 0 0 0 0 0 0 0
get 9 J 3 18 0 0 3 0 0 0 -5941.104044054 16 0 0 0 0 0 0 0.000000 -13185.083441 837316504.115348
eval 9 J 4 18 0 0 4 0 0 0 -6036.678579618 16 0 0 0 0 0 0 0 0 0
get 9 J 4 18 0 0 4 0 0 0 -6036.678579618 16 0 0 0 0 0 0 0.000000 -13185.083441 850786626.093638
eval 9 J 5 18 0 0 0 1 0 0 -6074.984048819 16 0 0 0 0 0 0 0 0 0
get 9 J 5 18 0 0 0 1 0 0 -6074.984048819 16 0 0 0 1 0 0 0.000000 -13185.083441 856185337.576025
eval 9 T 3 18 0 0 1 1 0 0 -5982.986637104 16 0 0 0 0 0 0 0 0 0
get 9 T 3 18 0 0 1 1 0 0 -5982.986637104 16 0 0 0 1 0 0 -582202555697.090820 -13185.083441 -581359336327.386719
eval 9 T 3 19 2 0 2 1 0 0 -6036.058915151 16 0 0 0 0 0 0 0 0 0
get 9 T 3 19 2 0 2 1 0 0 -6036.058915151 16 0 0 0 1 0 0 -582202555697.090820 -13185.083441 -581351856405.514771
eval 9 T 3 19 3 0 3 1 0 0 -6096.460656115 16 0 0 0 0 0 0 0 0 0
get 9 T 3 19 3 0 3 1 0 0 -6096.460656115 16 0 0 0 1 0 0 -582202555697.090820 0.000000 -581343330295.794189
eval 9 T 3 19 1 0 4 1 0 0 -6193.852976179 16 0 0 0 0 0 0 0 0 0
get 9 T 3 19 1 0 4 1 0 0 -6193.852976179 16 0 0 0 1 0 0 -582202555697.090820 0.000000 -581329603978.179688
eval 9 T 2 18 0 0 0 0 0 0 -5873.059326118 16 0 0 0 0 0 0 0 0 0
get 9 T 2 18 0 0 0 0 0 0 -5873.059326118 16 0 0 0 0 0 0 -582202555697.090820 -13185.083441 -581374829306.546753
eval 9 T 4 18 0 0 1 0 0 0 -6036.678579618 16 0 0 0 0 0 0 0 0 0
get 9 T 4 18 0 0 1 0 0 0 -6036.678579618 16 0 0 0 0 0 0 -582202555697.090820 -13185.083441 -581351769070.997192
safe 10 I 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0
safe 10 O 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0
safe 10 S 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0
safe 10 Z 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0
safe 10 L 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0
safe 10 J 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0
safe 10 T 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0
eval 10 I 0 13 0 0 0 0 1 0 -3876.890639730 0 0 0 0 0 0 0 0 0 0
get 10 I 0 13 0 0 0 0 1 0 -3876.890639730 0 0 0 0 0 0 1 -273983584108.671082 -79110.205758 -273437249312.736115
eval 10 I 1 13 0 0 1 0 1 0 -3987.592633959 0 0 0 0 0 0 0 0 0 0
get 10 I 1 13 0 0 1 0 1 0 -3987.592633959 0 0 0 0 0 0 1 -273983584108.671082 -79110.205758 -273421647209.118652
eval 10 I 2 13 0 0 2 0 1 0 -4034.555828934 0 0 0 0 0 0 0 0 0 0
get 10 I 2 13 0 0 2 0 1 0 -4034.555828934 0 0 0 0 0 0 1 -273983584108.671082 -79110.205758 -273415028316.303680
eval 10 I 3 13 0 0 3 0 1 0 -4027.015968208 0 0 0 0 0 0 0 0 0 0
get 10 I 3 13 0 0 3 0 1 0 -4027.015968208 0 0 0 0 0 0 1 -273983584108.671082 -79110.205758 -273416090968.238068
eval 10 I 4 13 0 0 4 0 1 0 -4030.832557231 0 0 0 0 0 0 0 0 0 0
get 10 I 4 13 0 0 4 0 1 0 -4030.832557231 0 0 0 0 0 0 1 -273983584108.671082 -79110.205758 -273415553066.298553
eval 10 I 5 13 0 0 0 1 1 0 -3997.326857334 0 0 0 0 0 0 0 0 0 0
get 10 I 5 13 0 0 0 1 1 0 -3997.326857334 0 0 0 0 1 0 1 -273983584108.671082 -79110.205758 -273420275288.379639
eval 10 O -1 13 0 0 1 1 1 0 -4056.097425056 9 0 0 0 0 0 0 0 0 0
get 10 O -1 13 0 0 1 1 1 0 -4056.097425056 9 0 0 0 1 0 1 0.000000 23574.641877 571694503.956211
eval 10 O 0 13 0 0 2 1 1 0 -4108.289823956 9 0 0 0 0 0 0 0 0 0
get 10 O 0 13 0 0 2 1 1 0 -4108.289823956 9 0 0 0 1 0 1 0.000000 23574.641877 579050389.650531
eval 10 O 1 13 0 0 3 1 1 0 -4056.582918956 9 0 0 0 0 0 0 0 0 0
get 10 O 1 13 0 0 3 1 1 0 -4056.582918956 9 0 0 0 1 0 1 0.000000 49944.710463 571789298.502478
eval 10 O 2 13 0 0 4 1 1 0 -4192.293830683 9 0 0 0 0 0 0 0 0 0
get 10 O 2 13 0 0 4 1 1 0 -4192.293830683 9 0 0 0 1 0 1 0.000000 49944.710463 590916105.761299
eval 10 O 3 12 0 0 0 0 1 0 -3880.887048736 0 0 0 0 0 0 0 0 0 0
get 10 O 3 12 0 0 0 0 1 0 -3880.887048736 0 0 0 0 0 0 1 0.000000 -79110.205758 546898041.320395
eval 10 O 4 13 0 0 1 0 1 0 -4102.337515761 0 0 0 0 0 0 0 0 0 0
get 10 O 4 13 0 0 1 0 1 0 -4102.337515761 0 0 0 0 0 0 1 0.000000 -65925.171465 578121984.179994
eval 10 S 0 13 0 0 2 0 1 0 -4156.458038285 9 0 0 0 0 0 0 0 0 0
get 10 S 0 13 0 0 2 0 1 0 -4156.458038285 9 0 0 0 0 0 1 0.000000 23574.641877 585839115.330347
eval 10 S 1 13 0 0 3 0 1 0 -4155.666647135 9 0 0 0 0 0 0 0 0 0
get 10 S 1 13 0 0 3 0 1 0 -4155.666647135 9 0 0 0 0 0 1 0.000000 49944.710463 585753948.413441
eval 10 S 2 13 0 0 4 0 1 0 -4193.288282534 9 0 0 0 0 0 0 0 0 0
get 10 S 2 13 0 0 4 0 1 0 -4193.288282534 9 0 0 0 0 0 1 0.000000 49944.710463 591056261.690105
eval 10 S 3 13 0 0 0 1 1 0 -4255.462654983 9 0 0 0 0 0 0 0 0 0
get 10 S 3 13 0 0 0 1 1 0 -4255.462654983 9 0 0 0 1 0 1 0.000000 49944.710463 599818985.506024
eval 10 S 4 12 0 0 1 1 1 0 -3856.067734336 0 0 0 0 0 0 0 0 0 0
get 10 S 4 12 0 0 1 1 1 0 -3856.067734336 0 0 0 0 1 0 1 0.000000 -79110.205758 543400059.936408
eval 10 S 5 13 0 0 2 1 1 0 -4194.016157035 0 0 0 0 0 0 0 0 0 0
get 10 S 5 13 0 0 2 1 1 0 -4194.016157035 0 0 0 0 1 0 1 0.000000 -65925.171465 591042976.892251
eval 10 Z 0 13 0 0 3 1 1 0 -4156.458038285 9 0 0 0 0 0 0 0 0 0
get 10 Z 0 13 0 0 3 1 1 0 -4156.458038285 9 0 0 0 1 0 1 0.000000 23574.641877 585839115.330347
eval 10 Z 1 13 0 0 4 1 1 0 -4157.734923335 9 0 0 0 0 0 0 0 0 0
get 10 Z 1 13 0 0 4 1 1 0 -4157.734923335 9 0 0 0 1 0 1 0.000000 36759.676170 586032261.827814
eval 10 Z 2 13 0 0 0 0 1 0 -4223.468543218 9 0 0 0 0 0 0 0 0 0
get 10 Z 2 13 0 0 0 0 1 0 -4223.468543218 9 0 0 0 0 0 1 0.000000 49944.710463 595309803.441303
eval 10 Z 3 12 0 0 1 0 1 0 -3905.706363136 0 0 0 0 0 0 0 0 0 0
get 10 Z 3 12 0 0 1 0 1 0 -3905.706363136 0 0 0 0 0 0 1 0.000000 -79110.205758 550396022.704381
eval 10 Z 4 13 0 0 2 0 1 0 -4205.824026183 0 0 0 0 0 0 0 0 0 0
get 10 Z 4 13 0 0 2 0 1 0 -4205.824026183 0 0 0 0 0 0 1 0.000000 -65925.171465 592707152.856123
eval 10 Z 5 13 0 0 3 0 1 0 -4186.476296309 0 0 0 0 0 0 0 0 0 0
get 10 Z 5 13 0 0 3 0 1 0 -4186.476296309 0 0 0 0 0 0 1 0.000000 -65925.171465 589980324.957861
eval 10 L 0 13 0 0 4 0 1 0 -3959.389725131 10 0 0 0 0 0 0 0 0 0
get 10 L 0 13 0 0 4 0 1 0 -3959.389725131 10 0 0 0 0 0 1 0.000000 36449.073202 558077600.845180
eval 10 L 1 13 0 0 0 1 1 0 -4068.691682130 10 0 0 0 0 0 0 0 0 0
get 10 L 1 13 0 0 0 1 1 0 -4068.691682130 10 0 0 0 1 0 1 0.000000 62819.141788 573508756.261736
eval 10 L 2 13 0 0 1 1 1 0 -4107.536865984 10 0 0 0 0 0 0 0 0 0
get 10 L 2 13 0 0 1 1 1 0 -4107.536865984 10 0 0 0 1 0 1 0.000000 62819.141788 578983513.855315
eval 10 L 3 13 0 0 2 1 1 0 -4168.677100333 10 0 0 0 0 0 0 0 0 0
