pair,seed,scenario_seed_p1,scenario_seed_p2,engine1,engine2,winner,dead1,dead2,capped,winner_reason,rounds,attack1,attack2,pieces1,pieces2,lines1,lines2,tspin_mini1,tspin_mini2,tspin_single1,tspin_single2,tspin_double1,tspin_double2,tspin_triple1,tspin_triple2,perfect_clear1,perfect_clear2,replay_failures
486,999,14766259630531968779,17408575451249838842,legacy,value,1,0,1,0,1,117,117,109,117,116,74,67,1,0,8,7,5,9,0,0,0,0,0
486,999,14766259630531968779,17408575451249838842,value,legacy,1,0,1,0,1,414,440,426,414,413,298,297,2,3,29,22,18,25,0,0,0,0,0
487,999,15772139667999401663,11922265611920786039,legacy,value,1,0,1,0,1,73,81,68,73,72,53,45,1,1,3,5,5,2,0,0,0,1,0
487,999,15772139667999401663,11922265611920786039,value,legacy,1,0,1,0,1,50,40,33,50,49,28,25,0,1,3,4,2,1,0,0,0,0,0
488,999,848071131984337584,17442331023666525387,legacy,value,-1,1,0,0,2,180,192,194,179,180,125,138,3,1,6,9,15,9,0,0,0,0,0
488,999,848071131984337584,17442331023666525387,value,legacy,1,0,1,0,1,627,670,619,627,626,441,467,5,5,41,36,35,26,0,0,0,0,0
489,999,5755346386295388664,14953859138043165154,legacy,value,1,0,1,0,1,317,307,325,317,316,238,205,3,5,21,19,13,19,0,0,0,0,0
489,999,5755346386295388664,14953859138043165154,value,legacy,1,0,1,0,1,133,154,133,133,132,102,101,3,0,8,7,5,8,0,0,0,0,0
490,999,12453244679449215700,2730563432807056186,legacy,value,1,0,1,0,1,638,670,676,638,637,466,444,5,3,38,39,29,37,0,0,1,0,0
490,999,12453244679449215700,2730563432807056186,value,legacy,1,0,1,0,1,87,90,74,87,86,51,54,2,1,3,2,6,7,0,0,0,0,0
491,999,14065971665197178233,3064955264372508178,legacy,value,-1,1,0,0,2,281,302,320,280,281,206,209,5,2,13,17,19,17,0,0,0,0,0
491,999,14065971665197178233,3064955264372508178,value,legacy,1,0,1,0,1,586,689,624,586,585,420,451,5,10,36,39,31,18,0,0,1,1,0
492,999,1507421026875170834,6930494189055599589,legacy,value,1,0,1,0,1,97,101,94,97,96,67,56,0,1,6,9,6,3,0,0,0,0,0
492,999,1507421026875170834,6930494189055599589,value,legacy,-1,1,0,0,2,62,54,70,61,62,37,43,2,1,4,4,2,2,0,0,0,0,0
493,999,10028678329806574127,5735395192281702355,legacy,value,-1,1,0,0,2,618,593,649,617,618,431,404,7,7,40,36,28,32,0,0,1,0,0
493,999,10028678329806574127,5735395192281702355,value,legacy,-1,1,0,0,2,75,65,76,74,75,43,50,0,1,5,4,3,5,0,0,0,0,0
494,999,10190908884454614155,14726783263461322040,legacy,value,1,0,1,0,1,458,506,476,458,457,355,350,6,3,32,28,16,22,0,0,0,0,0
494,999,10190908884454614155,14726783263461322040,value,legacy,-1,1,0,0,2,193,204,196,192,193,132,155,2,1,12,14,12,9,0,0,0,0,0
495,999,17094405291289659116,2102151539797851664,legacy,value,1,0,1,0,1,37,33,24,37,36,23,14,0,0,2,3,3,2,0,0,0,0,0
495,999,17094405291289659116,2102151539797851664,value,legacy,1,0,1,0,1,87,107,88,87,86,61,56,0,1,7,4,3,5,0,0,0,0,0
496,999,5020453319109762991,14900907166844385819,legacy,value,1,0,1,0,1,144,129,130,144,143,100,82,1,1,12,10,4,8,0,0,0,0,0
496,999,5020453319109762991,14900907166844385819,value,legacy,-1,1,0,0,2,36,24,44,35,36,15,19,1,0,1,4,3,1,0,0,0,0,0
497,999,4099720316727195234,7599173300253420131,legacy,value,-1,1,0,0,2,114,98,111,113,114,64,68,1,1,9,4,6,9,0,0,0,0,0
497,999,4099720316727195234,7599173300253420131,value,legacy,-1,1,0,0,2,35,22,36,34,35,11,17,0,0,2,3,3,2,0,0,0,0,0
498,999,7529733889271464261,8452345588284066214,legacy,value,1,0,1,0,1,809,838,839,809,808,560,546,14,7,47,39,41,58,0,0,0,0,0
498,999,7529733889271464261,8452345588284066214,value,legacy,-1,1,0,0,2,166,162,172,165,166,105,114,1,0,9,10,11,12,0,0,0,0,0
499,999,13248212683240637157,15924219129883769017,legacy,value,-1,1,0,0,2,200,195,214,199,200,126,134,1,3,9,13,12,10,0,0,0,0,0
499,999,13248212683240637157,15924219129883769017,value,legacy,-1,1,0,0,2,409,453,442,408,409,303,321,3,7,23,14,20,27,0,0,0,0,0
500,999,4939477431368772876,6134552264458065794,legacy,value,-1,1,0,0,2,76,70,88,75,76,45,47,0,0,6,3,5,7,0,0,0,0,0
500,999,4939477431368772876,6134552264458065794,value,legacy,1,0,1,0,1,973,1058,1005,973,972,718,748,6,12,69,56,51,47,0,1,0,0,0
501,999,6078676937387354124,7076843302719742143,legacy,value,1,0,1,0,1,209,224,218,209,208,148,135,0,1,18,15,9,13,0,0,0,1,0
501,999,6078676937387354124,7076843302719742143,value,legacy,-1,1,0,0,2,109,98,113,108,109,66,67,0,1,8,8,5,6,0,0,0,0,0
502,999,9050125890139343474,4660527862053990923,legacy,value,1,0,1,0,1,120,134,121,120,119,87,79,3,1,7,3,5,12,0,0,0,0,0
502,999,9050125890139343474,4660527862053990923,value,legacy,-1,1,0,0,2,165,164,174,164,165,111,118,2,1,7,12,12,6,0,0,0,0,0
503,999,10487211897465519169,14990107623615389075,legacy,value,1,0,1,0,1,61,63,54,61,60,40,27,0,1,5,1,4,6,0,0,0,0,0
503,999,10487211897465519169,14990107623615389075,value,legacy,-1,1,0,0,2,184,185,178,183,184,111,129,2,2,13,10,10,8,0,0,0,0,0
504,999,2130283740291567557,13309194146476778310,legacy,value,1,0,1,0,1,40,48,29,40,39,27,19,1,1,2,3,2,2,0,0,0,0,0
504,999,2130283740291567557,13309194146476778310,value,legacy,1,0,1,0,1,130,143,124,130,129,88,91,0,2,9,7,7,7,0,0,1,0,0
505,999,6376570129815549500,16538161077863103656,legacy,value,-1,1,0,0,2,522,549,579,521,522,385,377,9,6,30,37,26,24,0,0,0,0,0
505,999,6376570129815549500,16538161077863103656,value,legacy,1,0,1,0,1,754,842,819,754,753,571,570,16,11,35,38,38,32,0,0,1,0,0
506,999,12801331660079686411,16703691633066704202,legacy,value,-1,1,0,0,2,250,261,279,249,250,181,185,4,3,11,13,13,16,0,0,0,0,0
506,999,12801331660079686411,16703691633066704202,value,legacy,-1,1,0,0,2,27,18,35,26,27,10,19,0,0,3,2,0,2,0,0,0,0,0
507,999,5977290551059914317,2379960639784224502,legacy,value,-1,1,0,0,2,76,65,78,75,76,45,53,1,1,4,6,4,2,0,0,0,1,0
507,999,5977290551059914317,2379960639784224502,value,legacy,-1,1,0,0,2,192,195,204,191,192,135,143,1,3,11,9,13,12,0,0,0,1,0
508,999,4740533600916557525,937446257351535718,legacy,value,-1,1,0,0,2,27,15,31,26,27,10,18,0,0,2,1,1,3,0,0,0,0,0
508,999,4740533600916557525,937446257351535718,value,legacy,1,0,1,0,1,338,380,331,338,337,240,258,3,4,22,16,21,17,0,0,1,0,0
509,999,16472836861851406525,1332008554886869698,legacy,value,-1,1,0,0,2,213,231,240,212,213,145,152,2,4,12,17,11,6,0,0,0,0,0
509,999,16472836861851406525,1332008554886869698,value,legacy,-1,1,0,0,2,75,66,81,74,75,51,55,0,2,2,3,6,3,0,0,0,0,0
510,999,17808481514102294102,9166709980095448960,legacy,value,1,0,1,0,1,80,85,69,80,79,51,49,2,0,5,5,3,5,0,0,0,0,0
510,999,17808481514102294102,9166709980095448960,value,legacy,-1,1,0,0,2,161,159,160,160,161,99,115,1,1,11,9,10,11,0,0,1,1,0
511,999,5454256880895601613,938767998099720391,legacy,value,-1,1,0,0,2,50,33,50,49,50,24,26,1,0,3,3,3,3,0,0,0,0,0
511,999,5454256880895601613,938767998099720391,value,legacy,1,0,1,0,1,558,593,556,558,557,401,411,7,5,37,41,28,22,0,0,1,0,0
512,999,7018680140235545050,16256933113345184693,legacy,value,-1,1,0,0,2,615,622,677,614,615,472,438,9,7,38,29,23,36,0,0,0,1,0
512,999,7018680140235545050,16256933113345184693,value,legacy,1,0,1,0,1,242,247,233,242,241,172,167,1,2,15,20,13,9,0,0,0,0,0
513,999,7264093034740374280,13599095566533771188,legacy,value,-1,1,0,0,2,246,245,268,245,246,174,171,4,1,15,13,12,16,0,0,0,0,0
513,999,7264093034740374280,13599095566533771188,value,legacy,-1,1,0,0,2,171,175,181,170,171,114,124,3,1,10,10,10,11,0,0,0,0,0
514,999,2412256308150229185,14010376103334526317,legacy,value,1,0,1,0,1,281,297,302,281,280,204,185,5,3,14,21,16,11,0,0,1,1,0
514,999,2412256308150229185,14010376103334526317,value,legacy,1,0,1,0,1,409,440,422,409,408,297,296,5,4,24,20,20,26,0,0,0,0,0
515,999,9959738141404771002,17049705111062973488,legacy,value,-1,1,0,0,2,329,328,353,328,329,231,226,3,4,23,17,15,22,0,0,0,1,0
515,999,9959738141404771002,17049705111062973488,value,legacy,1,0,1,0,1,190,194,169,190,189,133,137,5,1,13,10,6,9,0,0,1,0,0
516,999,10459454088371210279,5790947902583422707,legacy,value,1,0,1,0,1,397,415,402,397,396,295,289,6,3,20,28,24,23,0,0,0,0,0
516,999,10459454088371210279,5790947902583422707,value,legacy,-1,1,0,0,2,361,396,396,360,361,278,288,5,2,13,15,21,17,0,0,0,0,0
517,999,12741417016709911668,17356718576824142932,legacy,value,-1,1,0,0,2,511,548,564,510,511,368,372,6,3,33,31,21,30,0,0,0,0,0
517,999,12741417016709911668,17356718576824142932,value,legacy,-1,1,0,0,2,776,839,787,775,776,526,587,9,12,50,38,39,36,0,0,0,1,0
518,999,15891039476464466369,17841974718444574528,legacy,value,1,0,1,0,1,112,126,113,112,111,88,75,2,2,7,8,5,5,0,0,0,0,0
518,999,15891039476464466369,17841974718444574528,value,legacy,-1,1,0,0,2,52,44,50,51,52,25,36,0,0,4,2,3,5,0,0,0,0,0
519,999,1060502143422909254,9117607989121748793,legacy,value,1,0,1,0,1,204,212,197,204,203,145,135,3,1,13,14,8,9,0,0,1,0,0
519,999,1060502143422909254,9117607989121748793,value,legacy,-1,1,0,0,2,131,144,144,130,131,78,90,0,1,9,10,6,3,0,0,0,1,0
520,999,9170475957837095012,606367904466927603,legacy,value,1,0,1,0,1,154,170,167,154,153,116,96,0,3,8,11,8,7,0,0,0,1,0
520,999,9170475957837095012,606367904466927603,value,legacy,-1,1,0,0,2,699,775,728,698,699,493,548,8,9,43,40,39,27,0,0,1,0,0
521,999,5567211885625133386,15964648732863281206,legacy,value,-1,1,0,0,2,76,82,103,75,76,59,60,0,0,7,5,2,3,0,0,0,0,0
521,999,5567211885625133386,15964648732863281206,value,legacy,-1,1,0,0,2,80,72,93,79,80,53,52,0,0,7,7,3,3,0,0,0,0,0
522,999,6408577518120912359,5242798575916490580,legacy,value,1,0,1,0,1,22,17,9,22,21,13,4,0,0,1,0,1,2,0,0,0,0,0
522,999,6408577518120912359,5242798575916490580,value,legacy,1,0,1,0,1,163,171,149,163,162,113,117,1,4,11,8,8,8,0,0,0,0,0
523,999,2795786262504171750,15485159810251744588,legacy,value,1,0,1,0,1,26,39,17,26,25,19,10,0,1,2,1,2,1,0,0,0,0,0
523,999,2795786262504171750,15485159810251744588,value,legacy,-1,1,0,0,2,467,487,475,466,467,311,341,3,3,27,31,30,19,0,0,0,0,0
524,999,11962579954127005723,15479445181610205447,legacy,value,1,0,1,0,1,56,54,46,56,55,33,31,0,0,6,4,1,2,0,0,0,0,0
524,999,11962579954127005723,15479445181610205447,value,legacy,-1,1,0,0,2,68,64,68,67,68,34,47,0,0,5,8,1,2,0,0,0,0,0
525,999,1060946549769329640,14336459925005832354,legacy,value,1,0,1,0,1,640,665,652,640,639,466,462,6,4,37,38,37,34,0,0,0,0,0
525,999,1060946549769329640,14336459925005832354,value,legacy,-1,1,0,0,2,43,35,49,42,43,23,31,0,0,3,4,2,2,0,0,0,0,0
526,999,13897840756210700692,14780953383144226722,legacy,value,-1,1,0,0,2,830,838,871,829,830,620,614,10,10,52,58,41,44,0,0,0,0,0
526,999,13897840756210700692,14780953383144226722,value,legacy,-1,1,0,0,2,70,72,75,69,70,44,55,0,0,7,6,1,2,0,0,0,0,0
527,999,13976322838912116879,2878073735798319522,legacy,value,-1,1,0,0,2,162,139,167,161,162,106,107,2,1,11,12,5,8,0,0,0,0,0
527,999,13976322838912116879,2878073735798319522,value,legacy,-1,1,0,0,2,60,55,65,59,60,33,39,1,3,3,3,3,3,0,0,0,0,0
528,999,6247656298617132095,15386256109988948988,legacy,value,1,0,1,0,1,152,165,148,152,151,115,104,2,2,7,9,8,6,0,0,0,0,0
528,999,6247656298617132095,15386256109988948988,value,legacy,-1,1,0,0,2,380,417,409,379,380,275,303,6,3,16,25,25,17,0,0,0,0,0
529,999,15923465143021339485,7247862813957319101,legacy,value,1,0,1,0,1,979,1052,1050,979,978,732,715,15,10,54,62,47,50,0,0,1,0,0
529,999,15923465143021339485,7247862813957319101,value,legacy,-1,1,0,0,2,790,842,829,789,790,553,585,3,10,53,47,38,45,0,0,0,0,0
530,999,13355353033892741960,6742725024555701517,legacy,value,-1,1,0,0,2,694,726,761,693,694,500,483,8,7,36,37,38,43,0,0,2,0,0
530,999,13355353033892741960,6742725024555701517,value,legacy,1,0,1,0,1,56,61,47,56,55,36,31,1,1,3,5,3,2,0,0,0,0,0
531,999,807386225323414532,8900495213871519158,legacy,value,1,0,1,0,1,147,167,141,147,146,97,99,0,0,7,8,10,9,0,0,1,0,0
531,999,807386225323414532,8900495213871519158,value,legacy,1,0,1,0,1,569,654,596,569,568,397,429,3,5,40,28,26,33,0,0,1,1,0
532,999,17976033151303505199,974827241326714937,legacy,value,1,0,1,0,1,725,786,813,725,724,563,523,9,6,54,36,22,42,0,0,0,1,0
532,999,17976033151303505199,974827241326714937,value,legacy,1,0,1,0,1,287,299,296,287,286,204,196,1,6,17,17,15,13,0,0,0,1,0
533,999,10963159520927270213,10203197267399841476,legacy,value,-1,1,0,0,2,471,486,525,470,471,359,354,2,4,41,26,18,29,0,0,2,0,0
533,999,10963159520927270213,10203197267399841476,value,legacy,1,0,1,0,1,97,111,108,97,96,78,68,0,1,8,4,4,7,0,0,0,0,0
534,999,7056262867961531885,2455091561565569278,legacy,value,1,0,1,0,1,888,979,1005,888,887,691,650,12,6,55,45,34,55,0,0,0,2,0
534,999,7056262867961531885,2455091561565569278,value,legacy,-1,1,0,0,2,236,254,255,235,236,159,173,2,3,13,20,15,9,0,0,0,0,0
535,999,17149467822322889154,8500381320195259082,legacy,value,-1,1,0,0,2,170,171,193,169,170,118,128,1,2,13,11,9,4,0,0,0,0,0
535,999,17149467822322889154,8500381320195259082,value,legacy,1,0,1,0,1,190,197,176,190,189,127,121,3,3,10,12,12,12,0,0,0,0,0
536,999,4396615667165602265,4954836046070249016,legacy,value,1,0,1,0,1,76,77,70,76,75,51,47,1,1,6,2,3,5,0,0,0,0,0
536,999,4396615667165602265,4954836046070249016,value,legacy,1,0,1,0,1,82,96,83,82,81,66,58,0,1,6,6,5,4,0,0,0,0,0
537,999,8833704860879640927,9224811843626444391,legacy,value,1,0,1,0,1,223,239,231,223,222,167,161,3,4,7,7,17,14,0,0,0,0,0
537,999,8833704860879640927,9224811843626444391,value,legacy,-1,1,0,0,2,130,122,130,129,130,80,86,1,0,7,9,8,8,0,0,0,0,0
538,999,11070904707791772694,6437167651393599761,legacy,value,-1,1,0,0,2,432,453,477,431,432,332,329,3,4,28,27,18,17,0,0,0,0,0
538,999,11070904707791772694,6437167651393599761,value,legacy,1,0,1,0,1,246,278,247,246,245,178,189,2,6,18,16,12,8,0,0,0,0,0
539,999,12289615683448225626,16497358452274272725,legacy,value,1,0,1,0,1,29,32,20,29,28,17,10,0,0,2,2,1,2,0,0,0,0,0
539,999,12289615683448225626,16497358452274272725,value,legacy,-1,1,0,0,2,275,283,282,274,275,191,206,3,3,18,16,12,11,0,0,0,0,0
540,999,8096092762899603457,10368874890734221924,legacy,value,-1,1,0,0,2,333,326,348,332,333,225,227,2,1,26,22,17,19,0,0,0,1,0
540,999,8096092762899603457,10368874890734221924,value,legacy,-1,1,0,0,2,343,363,364,342,343,243,257,4,5,23,18,14,15,0,1,0,0,0
541,999,2955979361423514876,17183996822344680355,legacy,value,1,0,1,0,1,603,605,627,603,602,460,426,9,6,36,33,27,35,0,0,1,0,0
541,999,2955979361423514876,17183996822344680355,value,legacy,-1,1,0,0,2,224,234,240,223,224,150,166,1,4,11,13,16,8,0,0,1,0,0
542,999,3776232149075098694,10466318105175615539,legacy,value,1,0,1,0,1,154,163,148,154,153,106,100,2,3,4,7,11,9,0,0,0,0,0
542,999,3776232149075098694,10466318105175615539,value,legacy,1,0,1,0,1,219,249,239,219,218,154,153,2,2,10,14,11,10,0,0,0,0,0
543,999,15155477527469775346,17553711717255209662,legacy,value,-1,1,0,0,2,592,632,675,591,592,452,432,8,6,44,36,17,32,0,0,2,0,0
543,999,15155477527469775346,17553711717255209662,value,legacy,-1,1,0,0,2,44,33,42,43,44,23,29,1,0,2,3,2,3,0,0,0,0,0
544,999,4530231473151958658,9535938325964724735,legacy,value,-1,1,0,0,2,85,76,94,84,85,53,52,1,3,6,5,4,4,0,0,0,0,0
544,999,4530231473151958658,9535938325964724735,value,legacy,-1,1,0,0,2,89,71,81,88,89,48,57,1,0,7,9,2,3,0,0,0,0,0
545,999,7942199408126749490,15953965172626669660,legacy,value,1,0,1,0,1,37,43,24,37,36,19,14,0,0,5,3,0,2,0,0,1,0,0
545,999,7942199408126749490,15953965172626669660,value,legacy,-1,1,0,0,2,150,158,164,149,150,99,110,2,1,8,8,8,10,0,0,0,0,0
546,999,14491430374499023082,6356485067229225613,legacy,value,1,0,1,0,1,114,144,118,114,113,81,87,1,2,7,5,7,4,0,0,0,0,0
546,999,14491430374499023082,6356485067229225613,value,legacy,-1,1,0,0,2,84,69,78,83,84,43,47,1,2,6,2,3,6,0,0,0,0,0
547,999,1646035597918920727,12620031709657188508,legacy,value,1,0,1,0,1,249,286,273,249,248,197,180,3,3,17,9,11,16,0,0,0,0,0
547,999,1646035597918920727,12620031709657188508,value,legacy,1,0,1,0,1,677,773,730,677,676,488,510,4,7,32,41,47,38,0,1,0,0,0
548,999,12819007082352069594,13331404114844836819,legacy,value,1,0,1,0,1,41,44,31,41,40,25,18,0,0,2,4,1,0,0,0,0,0,0
548,999,12819007082352069594,13331404114844836819,value,legacy,-1,1,0,0,2,142,142,136,141,142,84,102,2,3,9,11,8,5,0,0,0,0,0
549,999,17196072614988445440,8214793921982596960,legacy,value,1,0,1,0,1,129,132,124,129,128,93,85,1,1,9,10,4,5,0,0,0,0,0
549,999,17196072614988445440,8214793921982596960,value,legacy,1,0,1,0,1,102,125,113,102,101,78,67,2,1,9,6,2,4,0,0,0,0,0
550,999,4838047241831998107,498716666068510386,legacy,value,-1,1,0,0,2,277,270,304,276,277,206,196,2,2,20,14,12,19,0,0,0,0,0
550,999,4838047241831998107,498716666068510386,value,legacy,-1,1,0,0,2,124,129,137,123,124,89,94,1,4,4,7,10,4,0,0,0,0,0
551,999,5193936719048173023,7917584165515422798,legacy,value,1,0,1,0,1,219,232,228,219,218,167,154,3,2,10,13,13,14,0,0,0,0,0
551,999,5193936719048173023,7917584165515422798,value,legacy,1,0,1,0,1,299,326,299,299,298,211,212,2,3,24,17,14,14,0,0,0,0,0
552,999,7463638331283970968,8390593718987455182,legacy,value,1,0,1,0,1,305,314,323,305,304,229,206,3,4,15,15,17,21,0,0,0,0,0
552,999,7463638331283970968,8390593718987455182,value,legacy,-1,1,0,0,2,510,568,538,509,510,346,392,3,3,32,35,29,21,0,0,0,0,0
553,999,6964135956331419829,3850113939050388807,legacy,value,1,0,1,0,1,141,163,152,141,140,109,104,2,1,10,7,5,8,0,0,0,0,0
553,999,6964135956331419829,3850113939050388807,value,legacy,-1,1,0,0,2,916,950,948,915,916,670,691,12,14,57,57,43,43,0,0,0,0,0
554,999,6410509331586324898,10983047068511740266,legacy,value,1,0,1,0,1,279,285,288,279,278,209,189,2,5,22,18,10,13,0,0,0,0,0
554,999,6410509331586324898,10983047068511740266,value,legacy,-1,1,0,0,2,777,865,851,776,777,575,605,4,5,47,50,41,31,0,1,0,0,0
555,999,12729724085853892603,1967694816565236610,legacy,value,-1,1,0,0,2,73,74,97,72,73,55,52,2,2,5,5,2,3,0,0,0,0,0
555,999,12729724085853892603,1967694816565236610,value,legacy,-1,1,0,0,2,219,211,225,218,219,135,143,1,3,11,13,15,12,0,0,0,0,0
556,999,5322363710242313430,11247333700348725338,legacy,value,1,0,1,0,1,201,195,192,201,200,141,134,1,0,12,10,11,15,0,0,0,0,0
556,999,5322363710242313430,11247333700348725338,value,legacy,-1,1,0,0,2,140,146,157,139,140,100,109,3,1,8,8,7,7,0,0,0,0,0
557,999,2839917499087832826,10885188940211938680,legacy,value,1,0,1,0,1,223,222,215,223,222,155,149,0,1,17,14,8,12,0,0,0,0,0
557,999,2839917499087832826,10885188940211938680,value,legacy,-1,1,0,0,2,166,158,167,165,166,104,117,2,4,10,10,9,8,0,0,1,0,0
558,999,16944750078125205429,7565165333811522970,legacy,value,1,0,1,0,1,139,157,141,139,138,96,80,2,2,7,9,7,7,0,0,0,0,0
558,999,16944750078125205429,7565165333811522970,value,legacy,-1,1,0,0,2,169,184,199,168,169,115,126,3,2,8,6,10,12,0,0,0,0,0
559,999,8244680209264407750,13820631372634334844,legacy,value,1,0,1,0,1,503,550,555,503,502,384,358,7,1,30,28,27,29,0,0,0,0,0
559,999,8244680209264407750,13820631372634334844,value,legacy,-1,1,0,0,2,195,213,200,194,195,131,158,3,3,12,11,12,9,0,0,0,1,0
560,999,9490618148864370844,6687863312654207646,legacy,value,1,0,1,0,1,71,79,62,71,70,48,43,0,0,4,5,4,3,0,0,0,0,0
560,999,9490618148864370844,6687863312654207646,value,legacy,1,0,1,0,1,71,74,66,71,70,50,43,1,2,5,3,3,4,0,0,0,0,0
561,999,7216604453208882325,11215201881096942463,legacy,value,1,0,1,0,1,152,164,164,152,151,124,102,1,1,4,11,11,8,0,0,0,0,0
561,999,7216604453208882325,11215201881096942463,value,legacy,-1,1,0,0,2,88,73,87,87,88,50,55,2,1,5,7,6,2,0,0,0,0,0
562,999,13750810562683590094,7203615765015783548,legacy,value,1,0,1,0,1,32,33,18,32,31,14,10,0,0,3,1,1,3,0,0,0,0,0
562,999,13750810562683590094,7203615765015783548,value,legacy,1,0,1,0,1,229,235,222,229,228,160,153,2,3,12,12,15,12,0,0,0,0,0
563,999,9830943882986639804,4398050118747413042,legacy,value,1,0,1,0,1,150,176,164,150,149,115,110,1,2,11,8,7,8,0,0,0,0,0
563,999,9830943882986639804,4398050118747413042,value,legacy,1,0,1,0,1,90,97,71,90,89,51,54,1,0,5,5,7,4,0,0,0,0,0
564,999,1897673679677934628,16996502544421939759,legacy,value,-1,1,0,0,2,135,118,148,134,135,90,83,0,0,10,9,5,6,0,0,0,0,0
564,999,1897673679677934628,16996502544421939759,value,legacy,-1,1,0,0,2,117,108,124,116,117,79,80,1,0,8,6,7,9,0,0,0,0,0
565,999,17559452663301572914,2751608494652502279,legacy,value,1,0,1,0,1,258,298,281,258,257,194,190,1,2,22,20,7,12,0,0,1,0,0
565,999,17559452663301572914,2751608494652502279,value,legacy,-1,1,0,0,2,414,453,468,413,414,295,305,6,5,25,28,19,15,0,0,1,0,0
566,999,1149974833843021954,2928373677792770044,legacy,value,-1,1,0,0,2,430,448,481,429,430,323,312,4,7,26,23,26,22,0,0,0,0,0
566,999,1149974833843021954,2928373677792770044,value,legacy,1,0,1,0,1,42,54,32,42,41,23,21,0,0,4,4,1,2,0,0,0,0,0
567,999,18192556865072652973,9002091343247160047,legacy,value,1,0,1,0,1,439,509,491,439,438,337,336,2,5,29,29,22,19,0,0,0,0,0
567,999,18192556865072652973,9002091343247160047,value,legacy,1,0,1,0,1,640,686,661,640,639,465,477,4,7,39,42,35,31,0,0,0,0,0
568,999,12686920053270833321,1265254191556935639,legacy,value,1,0,1,0,1,163,180,155,163,162,118,118,1,2,13,13,7,5,0,0,0,0,0
568,999,12686920053270833321,1265254191556935639,value,legacy,-1,1,0,0,2,97,96,112,96,97,64,69,2,1,7,5,3,5,0,0,0,0,0
569,999,14703831593334588643,13464956855434273075,legacy,value,1,0,1,0,1,72,79,73,72,71,55,48,1,0,6,8,2,2,0,0,0,1,0
569,999,14703831593334588643,13464956855434273075,value,legacy,1,0,1,0,1,480,540,504,480,479,349,358,4,12,29,37,24,12,0,0,0,1,0
570,999,6862340464465144771,2939026213931996214,legacy,value,1,0,1,0,1,168,170,159,168,167,118,109,2,3,15,6,6,11,0,0,0,0,0
570,999,6862340464465144771,2939026213931996214,value,legacy,-1,1,0,0,2,151,142,157,150,151,98,101,1,1,10,10,8,7,0,0,0,0,0
571,999,14344993085136284945,16265652373659192507,legacy,value,-1,1,0,0,2,88,90,100,87,88,51,61,0,0,4,5,7,6,0,0,0,0,0
571,999,14344993085136284945,16265652373659192507,value,legacy,-1,1,0,0,2,653,686,697,652,653,457,464,4,5,39,32,34,38,0,0,1,0,0
572,999,3630779112390795057,2185575142240154798,legacy,value,-1,1,0,0,2,536,514,559,535,536,358,343,9,6,30,29,31,34,0,0,0,0,0
572,999,3630779112390795057,2185575142240154798,value,legacy,-1,1,0,0,2,301,324,337,300,301,217,223,6,2,15,17,15,15,0,0,0,0,0
573,999,17766352703894106411,16672083100688830825,legacy,value,1,0,1,0,1,829,888,883,829,828,622,603,9,8,41,52,47,44,0,0,0,1,0
573,999,17766352703894106411,16672083100688830825,value,legacy,-1,1,0,0,2,1156,1229,1179,1155,1156,811,872,11,11,76,57,57,63,0,0,0,0,0
574,999,14067757439571484025,13494238778840302754,legacy,value,1,0,1,0,1,91,98,87,91,90,63,50,1,1,4,3,7,9,0,0,0,0,0
574,999,14067757439571484025,13494238778840302754,value,legacy,-1,1,0,0,2,247,265,281,246,247,187,194,4,1,14,13,13,18,0,0,0,0,0
575,999,16528100707310892869,18139941889274350332,legacy,value,-1,1,0,0,2,288,303,313,287,288,203,210,1,3,21,18,15,17,0,0,1,0,0
575,999,16528100707310892869,18139941889274350332,value,legacy,1,0,1,0,1,764,872,832,764,763,570,585,8,13,48,43,42,40,0,0,0,0,0
576,999,15571361234684289800,17300226196777002396,legacy,value,-1,1,0,0,2,194,196,216,193,194,141,144,3,3,12,11,5,8,0,0,0,0,0
576,999,15571361234684289800,17300226196777002396,value,legacy,-1,1,0,0,2,95,90,106,94,95,61,67,0,0,5,7,6,4,0,0,0,0,0
577,999,7625650485337140485,13615887675346555964,legacy,value,-1,1,0,0,2,60,46,66,59,60,35,35,0,1,1,4,3,3,0,0,0,0,0
577,999,7625650485337140485,13615887675346555964,value,legacy,1,0,1,0,1,147,163,141,147,146,102,102,1,3,7,10,9,6,0,0,0,0,0
578,999,10570295677193905332,11086810189876797942,legacy,value,-1,1,0,0,2,533,547,574,532,533,378,378,2,6,35,30,27,33,0,0,0,1,0
578,999,10570295677193905332,11086810189876797942,value,legacy,-1,1,0,0,2,157,153,157,156,157,91,111,2,2,6,9,13,10,0,0,0,0,0
579,999,3809430607975639247,10486918688302086304,legacy,value,-1,1,0,0,2,235,207,236,234,235,157,151,2,2,14,9,12,17,1,0,0,0,0
579,999,3809430607975639247,10486918688302086304,value,legacy,1,0,1,0,1,327,367,326,327,326,213,234,2,4,19,17,23,15,0,0,0,0,0
580,999,9383003394875852085,16055245866033090829,legacy,value,1,0,1,0,1,204,216,202,204,203,140,137,0,1,6,15,17,12,0,0,0,0,0
580,999,9383003394875852085,16055245866033090829,value,legacy,1,0,1,0,1,189,206,183,189,188,119,122,0,2,12,9,9,13,0,0,0,0,0
