pair,seed,scenario_seed_p1,scenario_seed_p2,engine1,engine2,winner,dead1,dead2,capped,winner_reason,rounds,attack1,attack2,pieces1,pieces2,lines1,lines2,tspin_mini1,tspin_mini2,tspin_single1,tspin_single2,tspin_double1,tspin_double2,tspin_triple1,tspin_triple2,perfect_clear1,perfect_clear2,replay_failures
581,999,836178503227470258,2072122977351255381,legacy,value,1,0,1,0,1,29,39,22,29,28,19,11,0,0,3,1,1,3,0,0,0,0,0
581,999,836178503227470258,2072122977351255381,value,legacy,-1,1,0,0,2,49,44,59,48,49,26,34,0,0,2,3,5,3,0,0,0,0,0
582,999,10596602964439537215,8992851690434027607,legacy,value,1,0,1,0,1,174,183,167,174,173,127,128,2,1,11,9,9,9,0,0,0,0,0
582,999,10596602964439537215,8992851690434027607,value,legacy,-1,1,0,0,2,400,428,431,399,400,291,306,4,2,28,22,11,19,0,0,1,0,0
583,999,1243548468193353454,7357919160465597472,legacy,value,-1,1,0,0,2,39,34,42,38,39,18,19,0,0,2,1,3,2,0,0,0,0,0
583,999,1243548468193353454,7357919160465597472,value,legacy,-1,1,0,0,2,64,58,62,63,64,31,40,0,1,4,5,3,3,0,0,1,0,0
584,999,13570649579787497469,10288951862349466605,legacy,value,1,0,1,0,1,138,147,136,138,137,106,92,2,1,5,10,8,5,0,0,0,0,0
584,999,13570649579787497469,10288951862349466605,value,legacy,-1,1,0,0,2,181,192,199,180,181,132,139,1,3,13,8,7,10,0,0,1,0,0
585,999,5874292853309625024,11010277747503051911,legacy,value,1,0,1,0,1,79,90,69,79,78,52,52,1,0,1,3,7,5,0,0,0,0,0
585,999,5874292853309625024,11010277747503051911,value,legacy,1,0,1,0,1,132,139,122,132,131,88,83,0,1,12,10,6,5,0,0,0,1,0
586,999,11605850946565509329,9914661373345600630,legacy,value,-1,1,0,0,2,111,107,137,110,111,77,69,1,2,7,8,4,5,0,0,0,0,0
586,999,11605850946565509329,9914661373345600630,value,legacy,1,0,1,0,1,155,159,148,155,154,105,101,1,0,9,10,11,7,0,0,0,0,0
587,999,15443190256331059823,7632052008132865577,legacy,value,1,0,1,0,1,67,82,63,67,66,50,39,1,1,2,2,5,5,0,0,0,0,0
587,999,15443190256331059823,7632052008132865577,value,legacy,1,0,1,0,1,563,631,579,563,562,395,421,5,10,30,27,39,33,0,0,0,0,0
588,999,9378969130480044436,7281939316219222185,legacy,value,-1,1,0,0,2,41,31,54,40,41,23,25,0,0,3,2,2,2,0,0,0,1,0
588,999,9378969130480044436,7281939316219222185,value,legacy,-1,1,0,0,2,89,82,93,88,89,57,68,1,2,5,4,5,4,0,0,0,0,0
589,999,9521303058466095653,8944347008130849029,legacy,value,-1,1,0,0,2,180,179,203,179,180,122,122,2,0,10,9,10,10,0,0,0,0,0
589,999,9521303058466095653,8944347008130849029,value,legacy,-1,1,0,0,2,42,34,58,41,42,20,26,1,0,3,2,1,3,0,0,0,0,0
590,999,4188002522862148433,4889000034013744761,legacy,value,1,0,1,0,1,298,293,302,298,297,228,201,1,2,20,17,12,20,0,0,0,0,0
590,999,4188002522862148433,4889000034013744761,value,legacy,1,0,1,0,1,272,281,256,272,271,196,194,4,3,15,15,15,13,0,0,0,0,0
591,999,17405961723371583689,3863838624942200230,legacy,value,1,0,1,0,1,186,193,176,186,185,121,115,2,3,11,11,8,7,0,0,0,0,0
591,999,17405961723371583689,3863838624942200230,value,legacy,-1,1,0,0,2,235,238,239,234,235,159,171,1,4,16,10,14,16,0,0,0,0,0
592,999,13109923259058121789,9088188305018083911,legacy,value,1,0,1,0,1,63,71,50,63,62,33,34,0,0,5,4,2,4,0,0,0,0,0
592,999,13109923259058121789,9088188305018083911,value,legacy,1,0,1,0,1,108,112,93,108,107,69,71,2,0,8,5,5,7,0,0,0,0,0
593,999,17870244348099081524,11397145944519749669,legacy,value,-1,1,0,0,2,251,226,262,250,251,181,164,1,1,12,15,8,12,0,0,0,0,0
593,999,17870244348099081524,11397145944519749669,value,legacy,-1,1,0,0,2,468,484,474,467,468,324,353,0,8,35,28,23,22,0,0,0,0,0
594,999,9303942034731039459,15837749824861116905,legacy,value,1,0,1,0,1,110,118,108,110,109,79,72,0,0,8,8,5,7,0,0,0,0,0
594,999,9303942034731039459,15837749824861116905,value,legacy,1,0,1,0,1,432,500,459,432,431,323,341,4,6,31,24,19,19,0,0,0,0,0
595,999,2589683093052169734,16695124702983578237,legacy,value,-1,1,0,0,2,98,99,115,97,98,66,72,0,1,9,2,2,7,0,0,0,0,0
595,999,2589683093052169734,16695124702983578237,value,legacy,1,0,1,0,1,107,102,90,107,106,66,61,1,0,7,8,6,7,0,0,0,0,0
596,999,3105469027634427139,15213287790303622087,legacy,value,-1,1,0,0,2,281,292,308,280,281,193,198,2,2,14,19,18,11,0,0,0,1,0
596,999,3105469027634427139,15213287790303622087,value,legacy,1,0,1,0,1,105,112,107,105,104,78,63,0,0,5,7,8,6,0,0,0,1,0
597,999,3781634109273723608,3654622142084495567,legacy,value,-1,1,0,0,2,30,20,38,29,30,14,20,0,0,1,2,2,2,0,0,0,1,0
597,999,3781634109273723608,3654622142084495567,value,legacy,-1,1,0,0,2,104,102,113,103,104,65,68,0,2,7,8,7,4,0,0,0,1,0
598,999,2495460460752835275,16792970116058931648,legacy,value,1,0,1,0,1,344,384,363,344,343,255,259,5,3,19,21,15,13,0,0,0,1,0
598,999,2495460460752835275,16792970116058931648,value,legacy,-1,1,0,0,2,191,195,198,190,191,125,138,1,2,14,10,8,9,0,0,0,0,0
599,999,4646832254317614714,15256115488029049253,legacy,value,1,0,1,0,1,69,61,51,69,68,34,27,1,0,4,2,5,6,0,0,1,0,0
599,999,4646832254317614714,15256115488029049253,value,legacy,-1,1,0,0,2,366,368,364,365,366,232,260,3,2,24,21,21,20,0,0,0,0,0
600,999,5168526149099680731,1299381766538174076,legacy,value,-1,1,0,0,2,48,34,57,47,48,26,27,0,1,5,2,1,3,0,0,0,0,0
600,999,5168526149099680731,1299381766538174076,value,legacy,1,0,1,0,1,231,259,241,231,230,165,161,4,1,10,11,16,16,0,0,0,0,0
601,999,8129640260732101441,6462897285388115650,legacy,value,-1,1,0,0,2,197,185,222,196,197,149,140,3,1,9,15,7,8,0,0,0,0,0
601,999,8129640260732101441,6462897285388115650,value,legacy,1,0,1,0,1,236,255,233,236,235,171,175,1,3,15,16,15,12,0,0,0,0,0
602,999,4031415642558417465,239730622640887119,legacy,value,1,0,1,0,1,306,374,359,306,305,235,224,4,3,19,18,13,10,0,0,0,1,0
602,999,4031415642558417465,239730622640887119,value,legacy,-1,1,0,0,2,119,105,103,118,119,63,83,1,3,7,6,8,4,0,0,0,0,0
603,999,8786660052559610419,15000298286475448922,legacy,value,1,0,1,0,1,396,409,428,396,395,312,274,7,3,24,29,17,19,0,0,0,1,0
603,999,8786660052559610419,15000298286475448922,value,legacy,-1,1,0,0,2,130,127,128,129,130,77,95,0,2,7,5,10,6,0,0,0,0,0
604,999,7773584458275980373,2432610683262050576,legacy,value,-1,1,0,0,2,147,147,168,146,147,104,106,1,0,11,9,4,8,0,0,0,0,0
604,999,7773584458275980373,2432610683262050576,value,legacy,1,0,1,0,1,92,104,82,92,91,61,64,1,0,7,7,4,5,0,0,0,0,0
605,999,3782410904365842194,6113945492603688900,legacy,value,-1,1,0,0,2,98,90,107,97,98,69,76,1,1,7,7,4,4,0,0,0,0,0
605,999,3782410904365842194,6113945492603688900,value,legacy,-1,1,0,0,2,448,524,499,447,448,329,358,4,9,28,21,23,16,0,0,0,0,0
606,999,17124321576048259686,5375750604899441199,legacy,value,1,0,1,0,1,333,357,357,333,332,258,241,5,2,19,17,13,15,0,0,0,1,0
606,999,17124321576048259686,5375750604899441199,value,legacy,-1,1,0,0,2,77,74,89,76,77,55,58,2,1,3,3,5,6,0,0,0,0,0
607,999,2034394234573972033,15523870246973838874,legacy,value,1,0,1,0,1,144,165,143,144,143,102,102,3,2,5,1,11,14,0,0,0,0,0
607,999,2034394234573972033,15523870246973838874,value,legacy,1,0,1,0,1,538,583,547,538,537,393,399,5,4,31,33,31,27,0,0,0,0,0
608,999,10861408263345723045,7051073697837480234,legacy,value,-1,1,0,0,2,183,178,209,182,183,136,129,1,3,11,14,5,9,0,0,0,0,0
608,999,10861408263345723045,7051073697837480234,value,legacy,-1,1,0,0,2,28,18,25,27,28,9,16,0,0,3,1,1,3,0,0,0,0,0
609,999,2845054000249167765,15440157120766745238,legacy,value,-1,1,0,0,2,124,135,148,123,124,84,88,0,1,6,8,7,7,0,0,0,1,0
609,999,2845054000249167765,15440157120766745238,value,legacy,1,0,1,0,1,50,52,40,50,49,34,24,0,0,2,3,3,2,0,0,0,0,0
610,999,7961505897806445074,1412888219784101227,legacy,value,1,0,1,0,1,1080,1164,1150,1080,1079,783,778,18,15,50,73,71,52,0,0,0,0,0
610,999,7961505897806445074,1412888219784101227,value,legacy,1,0,1,0,1,594,661,611,594,593,421,450,7,8,37,36,39,22,0,0,0,0,0
611,999,16755376214917853035,9837850327946900879,legacy,value,1,0,1,0,1,55,49,43,55,54,35,24,0,0,3,4,5,3,0,0,0,0,0
611,999,16755376214917853035,9837850327946900879,value,legacy,1,0,1,0,1,66,75,63,66,65,42,34,0,1,4,4,4,4,0,0,0,0,0
612,999,698406650857514442,7303040282779731243,legacy,value,1,0,1,0,1,168,178,176,168,167,117,105,0,0,10,6,9,15,0,0,0,0,0
612,999,698406650857514442,7303040282779731243,value,legacy,-1,1,0,0,2,63,64,77,62,63,34,43,0,0,7,2,1,3,0,0,0,0,0
613,999,12952710363991777990,8455898595887855250,legacy,value,1,0,1,0,1,183,190,179,183,182,131,127,0,3,15,6,10,15,0,0,0,0,0
613,999,12952710363991777990,8455898595887855250,value,legacy,1,0,1,0,1,74,79,72,74,73,50,44,1,0,5,6,1,4,0,0,0,0,0
614,999,17569036410161817577,3463032950029347823,legacy,value,1,0,1,0,1,58,63,48,58,57,36,33,0,1,3,4,4,2,0,0,0,0,0
614,999,17569036410161817577,3463032950029347823,value,legacy,-1,1,0,0,2,272,285,276,271,272,174,199,2,6,21,11,12,14,0,0,0,0,0
615,999,16599471593379440190,17251455611069333796,legacy,value,-1,1,0,0,2,358,392,417,357,358,274,268,5,0,21,20,15,21,0,0,0,0,0
615,999,16599471593379440190,17251455611069333796,value,legacy,-1,1,0,0,2,82,78,76,81,82,46,61,1,0,8,7,3,3,0,0,0,0,0
616,999,5358320472241174217,13718616858561751070,legacy,value,1,0,1,0,1,135,128,126,135,134,96,83,3,1,5,8,8,8,0,0,0,0,0
616,999,5358320472241174217,13718616858561751070,value,legacy,1,0,1,0,1,181,202,172,181,180,120,127,1,0,14,6,10,12,0,0,0,1,0
617,999,9197317173331970128,832533648459356003,legacy,value,1,0,1,0,1,92,91,82,92,91,58,47,1,0,6,6,5,7,0,0,0,0,0
617,999,9197317173331970128,832533648459356003,value,legacy,-1,1,0,0,2,265,292,297,264,265,196,212,0,3,19,14,12,11,0,0,0,0,0
618,999,9453003844291910394,4550894795524541648,legacy,value,1,0,1,0,1,360,383,366,360,359,248,248,3,4,16,17,25,26,0,0,0,0,0
618,999,9453003844291910394,4550894795524541648,value,legacy,-1,1,0,0,2,88,83,96,87,88,56,62,0,1,8,7,3,2,0,0,0,0,0
619,999,5881447844610561166,5743412522763254364,legacy,value,1,0,1,0,1,72,81,62,72,71,42,37,0,1,6,3,5,5,0,0,0,0,0
619,999,5881447844610561166,5743412522763254364,value,legacy,1,0,1,0,1,184,198,181,184,183,123,124,0,1,10,8,12,10,0,0,0,0,0
620,999,9829808671455820931,286619347580548572,legacy,value,-1,1,0,0,2,139,131,154,138,139,95,93,1,1,4,11,8,7,0,0,1,1,0
620,999,9829808671455820931,286619347580548572,value,legacy,-1,1,0,0,2,148,154,158,147,148,99,113,2,3,11,6,7,5,0,0,0,0,0
621,999,5171730845430247115,4650516546324307145,legacy,value,-1,1,0,0,2,181,184,209,180,181,127,126,1,1,8,15,13,8,0,0,0,0,0
621,999,5171730845430247115,4650516546324307145,value,legacy,-1,1,0,0,2,66,68,79,65,66,46,54,0,0,3,7,4,1,0,0,0,0,0
622,999,7411655638369512874,3454198837471332973,legacy,value,-1,1,0,0,2,159,170,186,158,159,114,114,1,4,14,7,3,8,0,0,0,0,0
622,999,7411655638369512874,3454198837471332973,value,legacy,1,0,1,0,1,168,202,179,168,167,117,116,0,2,14,9,9,8,0,0,0,0,0
623,999,302787697760180352,2469824124909945684,legacy,value,1,0,1,0,1,64,67,53,64,63,36,31,0,0,3,4,5,3,0,0,0,0,0
623,999,302787697760180352,2469824124909945684,value,legacy,-1,1,0,0,2,733,779,741,732,733,506,555,6,5,47,43,40,34,0,0,0,0,0
624,999,925286303268801307,15491827934795445192,legacy,value,-1,1,0,0,2,171,157,187,170,171,121,114,0,1,12,13,9,10,0,0,0,0,0
624,999,925286303268801307,15491827934795445192,value,legacy,-1,1,0,0,2,358,366,358,357,358,241,266,2,2,22,19,24,19,0,0,0,0,0
625,999,7621026256855122068,3697673885274785075,legacy,value,-1,1,0,0,2,693,702,742,692,693,511,494,4,10,47,45,30,35,0,0,0,0,0
625,999,7621026256855122068,3697673885274785075,value,legacy,-1,1,0,0,2,113,107,124,112,113,65,76,0,2,10,6,5,7,0,0,0,0,0
626,999,12829234048826613036,7604107158241012148,legacy,value,1,0,1,0,1,140,155,143,140,139,105,95,2,1,8,9,7,8,0,0,0,1,0
626,999,12829234048826613036,7604107158241012148,value,legacy,-1,1,0,0,2,519,560,543,518,519,372,404,6,10,28,26,37,27,0,0,0,0,0
627,999,3688901376597936024,13295732036537770499,legacy,value,-1,1,0,0,2,135,130,139,134,135,83,94,2,0,8,9,5,7,0,0,0,0,0
627,999,3688901376597936024,13295732036537770499,value,legacy,-1,1,0,0,2,122,122,135,121,122,88,93,0,1,7,6,6,4,0,0,0,0,0
628,999,9321390195472736258,951049791859553743,legacy,value,1,0,1,0,1,714,766,781,714,713,538,507,7,10,43,52,36,30,1,0,0,3,0
628,999,9321390195472736258,951049791859553743,value,legacy,-1,1,0,0,2,289,326,325,288,289,199,217,4,4,17,22,15,10,0,0,1,2,0
629,999,8913895602701407547,13583702692312303371,legacy,value,1,0,1,0,1,145,125,141,145,144,108,76,2,0,8,10,5,8,0,0,0,0,0
629,999,8913895602701407547,13583702692312303371,value,legacy,-1,1,0,0,2,53,36,51,52,53,24,31,0,1,5,3,2,4,0,0,0,0,0
630,999,6360779096614233424,15033644279435909783,legacy,value,1,0,1,0,1,310,359,336,310,309,231,234,6,3,17,15,16,20,0,0,0,0,0
630,999,6360779096614233424,15033644279435909783,value,legacy,-1,1,0,0,2,167,159,161,166,167,110,119,2,1,8,12,10,8,0,0,0,0,0
631,999,9559850524249613439,15301965683619075401,legacy,value,1,0,1,0,1,184,183,164,184,183,123,123,2,1,9,10,12,10,0,0,0,0,0
631,999,9559850524249613439,15301965683619075401,value,legacy,-1,1,0,0,2,933,980,979,932,933,661,682,5,10,61,49,51,47,0,0,1,2,0
632,999,1971107285347374321,9656253532082102552,legacy,value,1,0,1,0,1,251,265,244,251,250,175,170,2,1,11,13,16,13,0,0,0,0,0
632,999,1971107285347374321,9656253532082102552,value,legacy,-1,1,0,0,2,430,461,466,429,430,307,324,6,5,25,21,23,21,0,0,1,0,0
633,999,4568068556550897215,5956428877598567621,legacy,value,1,0,1,0,1,83,90,73,83,82,55,51,0,1,5,4,6,5,0,0,0,0,0
633,999,4568068556550897215,5956428877598567621,value,legacy,1,0,1,0,1,117,134,113,117,116,82,84,0,2,5,4,9,6,0,0,0,0,0
634,999,1170818342560564556,5252725665139645950,legacy,value,1,0,1,0,1,25,26,10,25,24,14,5,1,0,2,2,1,1,0,0,0,0,0
634,999,1170818342560564556,5252725665139645950,value,legacy,-1,1,0,0,2,838,902,886,837,838,607,635,7,9,52,55,43,32,0,0,0,0,0
635,999,7668952986106821581,9885214985390830678,legacy,value,-1,1,0,0,2,215,204,229,214,215,150,149,1,1,16,12,10,14,0,0,0,0,0
635,999,7668952986106821581,9885214985390830678,value,legacy,1,0,1,0,1,40,41,31,40,39,25,20,0,0,1,2,3,3,0,0,0,0,0
636,999,11821284174903536484,2272599754253567567,legacy,value,1,0,1,0,1,40,46,28,40,39,22,20,0,1,3,2,2,2,0,0,0,0,0
636,999,11821284174903536484,2272599754253567567,value,legacy,-1,1,0,0,2,273,289,299,272,273,197,213,4,6,13,18,19,8,0,0,0,0,0
637,999,7511559004881884634,6669613384112597043,legacy,value,-1,1,0,0,2,218,224,245,217,218,150,153,2,1,15,14,8,13,0,0,1,0,0
637,999,7511559004881884634,6669613384112597043,value,legacy,1,0,1,0,1,370,396,363,370,369,255,265,6,5,21,17,22,21,0,0,0,0,0
638,999,7134959210684999037,10179395888474971535,legacy,value,1,0,1,0,1,334,352,361,334,333,243,223,6,2,16,20,16,22,0,0,0,0,0
638,999,7134959210684999037,10179395888474971535,value,legacy,-1,1,0,0,2,94,87,104,93,94,62,70,2,2,7,6,4,3,0,0,0,0,0
639,999,6820390538658241983,10627775771484134423,legacy,value,1,0,1,0,1,154,163,157,154,153,112,99,0,1,6,7,11,13,0,0,0,0,0
639,999,6820390538658241983,10627775771484134423,value,legacy,-1,1,0,0,2,31,17,29,30,31,7,18,0,1,1,2,3,2,0,0,0,0,0
640,999,4248140036363110347,12309780890087933618,legacy,value,1,0,1,0,1,111,111,98,111,110,68,67,3,2,6,6,5,7,0,0,0,0,0
640,999,4248140036363110347,12309780890087933618,value,legacy,1,0,1,0,1,609,612,582,609,608,414,426,5,8,37,33,33,32,0,0,0,0,0
641,999,16549193817557731084,6297306239817121945,legacy,value,1,0,1,0,1,228,249,229,228,227,164,165,1,2,17,16,13,10,0,0,0,0,0
641,999,16549193817557731084,6297306239817121945,value,legacy,1,0,1,0,1,115,141,124,115,114,93,80,0,0,6,9,8,5,0,0,0,0,0
642,999,13006149808027076970,14860244352593773319,legacy,value,1,0,1,0,1,61,63,54,61,60,37,32,1,0,4,2,3,5,0,0,0,0,0
642,999,13006149808027076970,14860244352593773319,value,legacy,1,0,1,0,1,196,220,182,196,195,134,150,2,2,12,11,13,6,0,0,0,0,0
643,999,18015714266871857900,4057396985411810916,legacy,value,1,0,1,0,1,169,158,153,169,168,110,102,2,4,8,9,10,8,0,0,1,0,0
643,999,18015714266871857900,4057396985411810916,value,legacy,-1,1,0,0,2,157,163,159,156,157,94,119,2,2,11,6,7,8,0,0,0,0,0
644,999,9079968743218319862,2227515125482093189,legacy,value,1,0,1,0,1,88,101,86,88,87,63,55,0,1,4,4,5,6,0,0,0,0,0
644,999,9079968743218319862,2227515125482093189,value,legacy,-1,1,0,0,2,45,31,50,44,45,22,23,0,0,3,3,2,4,0,0,0,0,0
645,999,14754591960145331048,2853761775580255670,legacy,value,1,0,1,0,1,322,331,325,322,321,234,221,2,6,19,17,19,17,0,0,0,0,0
645,999,14754591960145331048,2853761775580255670,value,legacy,1,0,1,0,1,414,446,427,414,413,298,295,1,4,25,19,22,23,0,0,2,1,0
646,999,7973979178175092556,927280231409839875,legacy,value,-1,1,0,0,2,270,273,301,269,270,205,198,2,2,15,12,17,20,0,0,0,0,0
646,999,7973979178175092556,927280231409839875,value,legacy,-1,1,0,0,2,131,121,129,130,131,87,100,0,1,14,6,1,11,0,0,0,0,0
647,999,11638385583768137052,5227175759939513960,legacy,value,-1,1,0,0,2,282,274,302,281,282,196,188,3,3,12,12,19,16,0,0,0,1,0
647,999,11638385583768137052,5227175759939513960,value,legacy,-1,1,0,0,2,38,30,51,37,38,20,22,1,0,2,2,2,2,0,0,0,1,0
648,999,10317645486159786147,3166861193496879700,legacy,value,1,0,1,0,1,162,180,172,162,161,133,114,5,2,9,8,6,8,0,0,0,0,0
648,999,10317645486159786147,3166861193496879700,value,legacy,1,0,1,0,1,517,573,547,517,516,378,384,8,4,30,36,26,21,0,0,0,0,0
649,999,10533484117157920616,1263659120798744331,legacy,value,-1,1,0,0,2,70,59,70,69,70,40,44,0,4,5,4,4,1,0,0,0,0,0
649,999,10533484117157920616,1263659120798744331,value,legacy,1,0,1,0,1,349,386,363,349,348,247,248,5,6,17,16,21,19,0,0,0,0,0
650,999,8352926496382677376,17140090821603186940,legacy,value,1,0,1,0,1,195,220,197,195,194,141,142,1,1,16,12,8,10,0,0,1,0,0
650,999,8352926496382677376,17140090821603186940,value,legacy,-1,1,0,0,2,135,131,138,134,135,83,91,2,3,7,7,10,6,0,1,0,0,0
651,999,2104276630821237588,5510622093644084116,legacy,value,1,0,1,0,1,440,448,428,440,439,308,302,7,7,31,32,20,15,0,0,0,0,0
651,999,2104276630821237588,5510622093644084116,value,legacy,1,0,1,0,1,108,118,89,108,107,64,69,0,2,8,4,5,5,0,0,2,0,0
652,999,16743124225709128427,17651247089362594795,legacy,value,1,0,1,0,1,165,165,148,165,164,109,103,2,3,8,10,10,9,0,0,0,0,0
652,999,16743124225709128427,17651247089362594795,value,legacy,1,0,1,0,1,62,52,42,62,61,37,31,0,1,4,2,4,4,0,0,0,0,0
653,999,6140403381338529107,8856543175606924913,legacy,value,1,0,1,0,1,187,202,188,187,186,131,127,2,1,10,7,10,15,0,0,0,0,0
653,999,6140403381338529107,8856543175606924913,value,legacy,1,0,1,0,1,326,381,346,326,325,243,254,2,3,18,15,18,14,0,0,1,0,0
654,999,7295261720494112277,9551669093714427469,legacy,value,1,0,1,0,1,338,357,356,338,337,255,241,6,5,23,20,12,14,0,0,0,0,0
654,999,7295261720494112277,9551669093714427469,value,legacy,-1,1,0,0,2,322,315,329,321,322,214,224,2,5,18,13,19,25,0,0,0,0,0
655,999,6911327933764696602,4340760258472228039,legacy,value,-1,1,0,0,2,77,72,92,76,77,52,54,0,0,4,8,5,3,0,0,0,0,0
655,999,6911327933764696602,4340760258472228039,value,legacy,-1,1,0,0,2,530,545,521,529,530,359,395,11,6,28,31,28,20,0,0,0,0,0
656,999,15081940791848777935,9694316556008380797,legacy,value,1,0,1,0,1,393,412,393,393,392,269,263,2,2,32,24,17,27,0,0,0,0,0
656,999,15081940791848777935,9694316556008380797,value,legacy,1,0,1,0,1,394,437,406,394,393,281,293,3,4,21,23,25,21,0,0,0,0,0
657,999,4588236275499907572,2890284993780902158,legacy,value,1,0,1,0,1,478,480,485,478,477,346,329,6,8,36,25,20,29,0,0,0,0,0
657,999,4588236275499907572,2890284993780902158,value,legacy,-1,1,0,0,2,587,659,622,586,587,415,463,2,6,36,32,34,32,0,0,1,0,0
658,999,17919925656050731514,13139850797738284741,legacy,value,-1,1,0,0,2,461,496,527,460,461,342,337,2,5,33,20,25,30,0,0,0,1,0
658,999,17919925656050731514,13139850797738284741,value,legacy,1,0,1,0,1,202,209,202,202,201,143,128,3,3,16,15,6,10,0,0,1,0,0
659,999,9739129108489886271,15506443480998731287,legacy,value,1,0,1,0,1,77,86,82,77,76,56,46,1,1,6,6,2,2,0,0,0,0,0
659,999,9739129108489886271,15506443480998731287,value,legacy,1,0,1,0,1,267,294,280,267,266,203,194,4,3,18,19,10,9,0,0,0,0,0
660,999,13689042819434049891,4619593126396466202,legacy,value,1,0,1,0,1,383,393,379,383,382,270,266,3,3,26,27,17,19,0,0,1,0,0
660,999,13689042819434049891,4619593126396466202,value,legacy,1,0,1,0,1,276,280,272,276,275,200,189,3,5,15,16,17,15,0,0,1,0,0
661,999,10598199314956429069,8226609348343142143,legacy,value,-1,1,0,0,2,135,140,161,134,135,93,95,5,1,4,10,10,7,0,0,0,0,0
661,999,10598199314956429069,8226609348343142143,value,legacy,-1,1,0,0,2,39,25,39,38,39,17,21,1,0,1,3,2,3,0,0,0,0,0
662,999,7538831721208540598,16677587083649984419,legacy,value,-1,1,0,0,2,229,246,246,228,229,150,168,2,2,14,13,14,14,0,0,1,0,0
662,999,7538831721208540598,16677587083649984419,value,legacy,1,0,1,0,1,398,453,413,398,397,284,301,1,5,27,22,22,17,0,0,0,0,0
663,999,9591334025256595050,12899062173892942765,legacy,value,-1,1,0,0,2,230,217,227,229,230,144,154,1,2,17,11,12,16,0,0,0,0,0
663,999,9591334025256595050,12899062173892942765,value,legacy,-1,1,0,0,2,39,29,45,38,39,18,21,1,0,2,2,2,2,0,0,0,0,0
664,999,15445663647963910018,238452910146842153,legacy,value,1,0,1,0,1,461,478,474,461,460,336,317,8,3,24,29,19,23,0,0,0,0,0
664,999,15445663647963910018,238452910146842153,value,legacy,1,0,1,0,1,112,129,114,112,111,77,71,0,2,6,7,7,5,0,0,0,0,0
665,999,14463974186669233856,1384951515625558495,legacy,value,1,0,1,0,1,462,503,508,462,461,355,340,6,3,21,23,30,28,0,0,0,0,0
665,999,14463974186669233856,1384951515625558495,value,legacy,-1,1,0,0,2,221,228,232,220,221,149,166,4,3,14,15,10,11,0,0,0,0,0
666,999,5184718909683003453,10149027847634751623,legacy,value,1,0,1,0,1,245,250,247,245,244,183,174,3,2,21,13,10,13,0,0,0,0,0
666,999,5184718909683003453,10149027847634751623,value,legacy,1,0,1,0,1,107,128,118,107,106,81,73,1,2,4,6,8,6,0,0,0,0,0
667,999,8856410572167716576,10274419171958499316,legacy,value,-1,1,0,0,2,112,100,123,111,112,74,69,2,1,8,6,5,8,0,0,0,0,0
667,999,8856410572167716576,10274419171958499316,value,legacy,1,0,1,0,1,615,661,624,615,614,433,449,6,8,38,29,37,35,0,0,0,0,0
668,999,2991522829677847669,5189150231853558901,legacy,value,1,0,1,0,1,165,171,157,165,164,116,110,1,2,7,9,10,11,0,0,0,0,0
668,999,2991522829677847669,5189150231853558901,value,legacy,-1,1,0,0,2,146,169,161,145,146,92,112,0,3,13,6,4,8,0,0,1,0,0
669,999,16456187769229263399,192524076689420440,legacy,value,1,0,1,0,1,59,55,45,59,58,39,26,0,3,5,2,1,3,0,0,0,0,0
669,999,16456187769229263399,192524076689420440,value,legacy,1,0,1,0,1,173,209,182,173,172,123,126,0,1,14,10,9,6,0,0,0,0,0
670,999,1266617900657284068,15875638300916268724,legacy,value,1,0,1,0,1,76,70,58,76,75,45,38,0,0,6,3,5,5,0,0,0,0,0
